x_pca,y_pca,label,subset,r,r_diff,closest_centroid,f0,f1,x_mds,y_mds
0.7124889252031824,-0.3014863544830493,1.0,training,1.0,,1,-1.0921286981720773,0.258823146535907,,
0.30673443546578244,1.0131163109104706,0.0,training,1.0,,0,-1.672330563004084,-0.09068963721312408,,
1.9413361577058137,0.5096863263840691,1.0,training,1.0,,1,-1.3720214013966845,0.0753292886820076,,
0.8891266255987038,-0.4989776623078298,1.0,training,1.0,,1,-1.2114794696313511,-0.07033595114362194,,
0.030671244837993925,1.240093380764636,0.0,training,1.0,,0,-1.279527343335492,0.008347841993522604,,
1.373979811705459,-0.4045399080291604,1.0,training,1.0,,1,-1.265754304945776,-0.29340812847677505,,
1.4022603055785772,-0.6371752442252456,1.0,training,1.0,,1,-1.2910433469275837,-0.6042014577223874,,
1.3064515937668335,-0.6063214373858776,1.0,training,1.0,,1,-1.464543190779543,-0.16236131588442093,,
1.9787649502073716,-0.13727321367299095,1.0,training,1.0,,1,-1.3989178826809068,-0.7179357392605861,,
1.6323570625458157,-0.1491757732622394,1.0,training,1.0,,1,-1.3236614050582924,0.1717968856875321,,
0.2928010162900181,1.0011982942925075,0.0,training,1.0,,0,-1.3064522021917753,0.4468964508825734,,
0.6565581900508947,-0.7339154889606166,1.0,training,1.0,,1,-1.2125451105396685,-0.6532389155464299,,
-0.09487572424239674,1.2807466101543632,0.0,training,1.0,,0,-1.3811385613494223,-0.14862613992385737,,
-0.09617907935139608,0.3706397471981758,1.0,training,1.0,,0,-1.2108065922806632,0.4062623028077462,,
1.1676859051561377,0.10534939928071588,0.0,training,1.0,,1,-1.364434517205939,0.18306167717953492,,
1.148507613316486,-0.3878015871633896,1.0,training,1.0,,1,-1.1108240258197988,0.3491399815965074,,
0.333554657017029,-0.23253992372674154,1.0,training,1.0,,1,-1.5957622676735572,-0.38570974607242065,,
0.6577232033987392,-0.4119731372871688,1.0,training,1.0,,1,-1.49136046632883,0.07214121492008123,,
1.7374118745266482,-0.17942984193053607,1.0,training,1.0,,1,-1.0400902798358138,0.042782137699308394,,
0.6264609901523794,0.8972060321877365,0.0,training,1.0,,0,-1.2454943124916398,0.37697341313961275,,
0.11495046825216372,0.11860672009228472,1.0,training,1.0,,0,-1.0943297039429736,-0.01864733242720134,,
0.4163070981025471,-0.16654746564607692,1.0,training,1.0,,1,-1.3089177437899568,-0.13816835633771435,,
0.6047854756013479,0.9453376722053474,0.0,training,1.0,,0,-1.2272021290531159,0.27582047673850374,,
0.1031251657666241,0.8501997196134514,0.0,training,1.0,,0,-1.4400485739751674,-0.10647968144193874,,
1.6216028428899032,-0.3450756381908967,1.0,training,1.0,,1,-1.2800019428492049,-0.2860447328116181,,
-0.13496090043025313,0.9202811054156284,0.0,training,1.0,,0,-1.1380249224393395,0.004800718639835387,,
1.8003758629413869,-0.14636864899894805,1.0,training,1.0,,1,-1.2864546339781242,0.3169898221599596,,
-0.24998456777398026,0.9126774861454044,0.0,training,1.0,,0,-1.3328792631084567,-0.07917740458911052,,
0.15555279770593206,1.0602099171580193,0.0,training,1.0,,0,-1.502942187587419,-0.1256808501804359,,
0.2529065868877367,-0.11484237389972768,1.0,training,1.0,,1,-1.5013683369544941,-0.6663554325443771,,
0.4001846264852729,1.1712759837698972,0.0,training,1.0,,0,-1.529569324501002,-0.4768328351547432,,
0.28271758857261897,-0.2044971205974223,1.0,training,1.0,,1,-1.1322634833566636,-0.28226350743835016,,
0.9804746559241292,0.3121034183104921,0.0,training,1.0,,1,-1.4679668411228235,-0.6141833880161166,,
0.6817676099401989,0.5158605523657604,0.0,training,1.0,,0,-1.0914735814965224,0.18629615364250596,,
0.26978535693241146,0.8545189081004758,0.0,training,1.0,,0,-1.4996827844952636,-0.7591750151566881,,
0.2661790538866483,1.2854505926736857,0.0,training,1.0,,0,-1.3493979961256168,-0.23486282240256803,,
-0.06933619916870451,0.8362787009768641,0.0,training,1.0,,0,-1.4339778735719015,0.11217808444180778,,
0.9801670079789266,0.18057295358594827,0.0,training,1.0,,1,-1.1183933629558482,0.0684793822223279,,
1.9590681066246745,0.12231420499058855,1.0,training,1.0,,1,-1.1496850692362222,-0.18098400846870938,,
1.9833614396869252,-0.01988986103672213,1.0,training,1.0,,1,-1.334996201771018,-0.2382355460162618,,
0.8035272087062225,0.6189607850100151,0.0,training,1.0,,0,-1.3579800288004622,-0.30275639061397336,,
0.2599483692381067,-0.2321401955254496,1.0,training,1.0,,1,-1.3336884782506375,-0.10985001577646344,,
1.176463257615306,-0.5922829721786539,1.0,training,1.0,,1,-1.1443652142822267,0.13222157610816515,,
1.5580449489455344,-0.4756630992913359,1.0,training,1.0,,1,-1.3429462015814133,-0.6850862532724742,,
0.2852477112447349,-0.5036439790880239,1.0,training,1.0,,1,-1.374497130118213,-0.13539112809103038,,
0.4790508564677377,-0.5830166204233955,1.0,training,1.0,,1,-1.3158538664348853,-0.27150935059148595,,
-0.05311240039122938,0.4286097488932887,1.0,training,1.0,,0,-1.2278225493440034,-0.21179585506362206,,
0.3464042413628045,1.2518068653540149,0.0,training,1.0,,0,-1.1320675212648341,0.3696465081135424,,
1.5912521556233061,-0.03984264168543236,1.0,training,1.0,,1,-1.2022620491068763,-0.0908963519440515,,
1.2489536077395411,0.4069802789758925,0.0,training,1.0,,1,-1.0822414517247845,0.2657174935755732,,
0.7067815739742602,-0.05728995958092953,1.0,training,1.0,,1,-1.108390472087741,-0.029198357664575743,,
0.8536892637308684,-0.6109604989859101,1.0,training,1.0,,1,-1.405695188596732,-0.33971785580558134,,
0.34485589827045765,1.3049426400951565,0.0,training,1.0,,0,-1.0286522174648514,0.04151590518339366,,
1.291373744138018,-0.6452909206437466,1.0,training,1.0,,1,-1.2582761228661832,-0.02694338696963487,,
0.3096797945540168,0.16242792908573592,1.0,training,1.0,,0,-1.1428125156855162,0.0873435208833283,,
1.5990206582375144,0.14757864869957926,1.0,training,1.0,,1,-1.3555648656086532,0.48541560682933976,,
1.030973808571129,-0.4919853997508604,1.0,training,1.0,,1,-1.2553766618920548,-0.47377450957973327,,
1.2608439184294848,-0.40693600358094,1.0,training,1.0,,1,-1.36509451366999,-0.569510265892157,,
1.7208881936474074,0.0655743575734328,1.0,training,1.0,,1,-1.311734720041562,-0.30926636869732793,,
0.08924503051140042,0.16711230331322136,1.0,training,1.0,,0,-1.3429519898553337,-0.3048066527254123,,
0.2979162620298015,0.7020485289697292,0.0,training,1.0,,0,-1.1512463565464526,0.03292848962491816,,
0.9456031886133912,0.229349872564422,0.0,training,1.0,,1,-1.0321202278752155,-0.06092906710386988,,
1.0656753618675736,-0.6500382703504576,1.0,training,1.0,,1,-1.325514903963033,0.04208472787899865,,
-0.062399952759683415,0.00691267245350454,1.0,training,1.0,,0,-1.4515086129641577,-0.4344681329368049,,
1.9961847205755967,0.4670539632834289,1.0,training,1.0,,1,-1.462476780667102,-0.4032048916920328,,
0.33513357852296743,0.5531410457116537,0.0,training,1.0,,0,-1.255300774948672,0.016314919959733873,,
1.6703258469053208,-0.6580590636662037,1.0,training,1.0,,1,-1.2661135068417073,0.028783873500670316,,
0.6048000811439213,-0.21452600968706692,1.0,training,1.0,,1,-1.485368130436238,-0.39048649174970046,,
1.3837600325499864,-0.6332872445885565,1.0,training,1.0,,1,-1.0508625060298162,0.08066917861124653,,
-0.02309280343325551,0.9287604145561876,0.0,training,1.0,,0,-1.522465094987385,-0.24356098033069798,,
1.124947462529137,-0.6016053387017203,1.0,training,1.0,,1,-1.5721827823242498,-0.471889865295372,,
0.5336448428983904,-0.18302390566274146,1.0,training,1.0,,1,-1.2063553530736821,-0.13762175942169846,,
0.9187980588216574,-0.5473431317348436,1.0,training,1.0,,1,-1.1830410012494494,-0.07207382623813562,,
0.0230008430223694,-0.13507283314936014,1.0,training,1.0,,0,-1.304751239710426,0.0912835046998038,,
2.0721718772618964,0.3047181261358483,1.0,training,1.0,,1,-1.6223153468245204,-0.20188442353921351,,
-0.12062103759495052,0.9996168271668554,0.0,training,1.0,,0,-1.4669378115799097,-0.31601606705892676,,
2.1219294058961387,0.4041716396368405,1.0,training,1.0,,1,-1.1839730021126689,0.5356150059561687,,
1.1783781256501495,-0.4915205083127693,1.0,training,1.0,,1,-1.5861832672652456,0.17271010621762858,,
0.5086984260868529,-0.5272370154880546,1.0,training,1.0,,1,-1.2731808315581425,-0.5963503632139115,,
0.555077549078911,0.6729558671517663,0.0,training,1.0,,0,-1.2607184875042021,-0.27450112193358484,,
-0.3304478199355885,0.7801030045320511,0.0,training,1.0,,0,-1.6029842057071781,-0.034457029906080794,,
0.6659960270459576,0.9118953384846532,0.0,training,1.0,,0,-1.4607535197320818,-0.030825244295791736,,
0.4007774126039703,0.8858145014968258,0.0,training,1.0,,0,-1.5089040378521106,-0.48593027279203277,,
-0.4038026494035472,0.6005814409368239,0.0,training,1.0,,0,-1.504062884920464,-0.44976931585403557,,
0.9918478116505459,0.10874063872601084,0.0,training,1.0,,1,-1.104865047184319,0.09051777911193111,,
0.3910831411321104,0.9578719288280914,0.0,training,1.0,,0,-1.332687439156145,-0.08224782936223045,,
2.2727281593902195,0.5019238431754549,1.0,training,1.0,,1,-1.3592461041312436,-0.23978273162198818,,
1.950028068226971,0.19874993330100996,1.0,training,1.0,,1,-1.3647208115565093,-0.43794744083118087,,
-0.017723998772895905,0.033265018649720916,1.0,training,1.0,,0,-1.2784809841298002,-0.3689583898062036,,
0.5314823523044455,0.7654012657321959,0.0,training,1.0,,0,-1.3372376762123424,-0.49863503634340256,,
0.29942087223942204,-0.14825857341819876,1.0,training,1.0,,1,-1.3887958527243198,-0.043237431190067246,,
1.9775414890621787,0.5601955008026064,1.0,training,1.0,,1,-1.3048129020337638,0.16604217300644733,,
0.4907075150725302,0.641778613450973,0.0,training,1.0,,0,-1.4156496305781352,-0.34611893388703663,,
1.4103194576762332,-0.07541811922901112,1.0,training,1.0,,1,-1.3933431111979309,-0.6786483609537977,,
0.5355700168888836,-0.6656814193433418,1.0,training,1.0,,1,-1.3402591691659727,0.17223630704449533,,
0.3772298483716521,0.4958946145472986,0.0,training,1.0,,0,-1.0710334895507956,-0.40380826259407654,,
0.4889368047827285,-0.4515083834566498,1.0,training,1.0,,1,-1.1807317504202106,-0.24586693682026203,,
-0.3027465004283052,1.0341459433919309,0.0,training,1.0,,0,-1.2192229914146895,-0.32948352991941326,,
-0.01368063943229064,1.012835325612641,0.0,training,1.0,,0,-1.3031742187448614,-0.36509001072845737,,
2.014393412422838,0.10110201688605806,1.0,training,1.0,,1,-1.224182551428534,0.27719848700031763,,
2.1802829023112387,0.20734636352576868,1.0,training,1.0,,1,-1.081551672097355,-0.12780645134815544,,
0.7703660190073994,1.1092069975599264,0.0,training,1.0,,0,-1.2036944847759348,-0.7180724479356595,,
0.8249767298575921,-0.5291210994037314,1.0,training,1.0,,1,-1.326238882505793,0.19830274950318838,,
1.2339965008973504,-0.4646165649764812,1.0,training,1.0,,1,-1.5963248728671855,0.05868207869222899,,
0.3669938601604115,-0.26363446427816617,1.0,training,1.0,,1,-1.247368728026406,-0.5631904339331265,,
0.8758764947838908,-0.4084117196156689,1.0,training,1.0,,1,-1.5596262436850776,-0.6770655925368695,,
0.8166985058858408,0.2315385196760233,0.0,training,1.0,,1,-1.3483639401132475,0.18148959570034975,,
0.09582182990536038,0.2198629074725611,1.0,training,1.0,,0,-1.694515310165489,-0.5532739480241408,,
1.7231550841144494,-0.3728356225701879,1.0,training,1.0,,1,-1.1914075540612155,-0.2566196620003378,,
1.6152247854271555,-0.6054568266693803,1.0,training,1.0,,1,-1.2746512546388495,0.08614260467408445,,
0.9462700716112592,0.5802130346316259,0.0,training,1.0,,0,-1.2391236150357687,-0.28887834844350113,,
0.5189436843877226,-0.44580251962662704,1.0,training,1.0,,1,-1.2058589472527923,-0.008990147007381594,,
-0.2162225014733055,0.8838650890151425,0.0,training,1.0,,0,-1.3215296023907244,0.06969039467609614,,
1.1207430508312952,0.2121857735521958,0.0,training,1.0,,1,-1.307414550379138,-0.18320091357363724,,
0.9419423130133489,-0.2209964143720003,1.0,training,1.0,,1,-1.5481203003866941,-0.3148319476421819,,
0.024065885571693896,1.0440110220002174,0.0,training,1.0,,0,-1.220443031646642,-0.18965225779513553,,
0.6586929314069516,0.6096315633875042,0.0,training,1.0,,0,-1.1688924542210168,-0.9046684187072547,,
-0.324131304696824,1.0708039839482597,0.0,training,1.0,,0,-1.41163461295666,-0.30540724004166814,,
1.5235266887178371,-0.514591499754075,1.0,training,1.0,,1,-1.302642417690938,-0.72603359432042,,
0.2856913762987343,0.9701295393271016,0.0,training,1.0,,0,-1.3163252224536437,-0.6299561996184444,,
0.016979719534593353,0.2386486597409689,1.0,training,1.0,,0,-1.3201587848089005,0.23234031845976708,,
0.916069819161769,0.4336281218797395,0.0,training,1.0,,0,-1.2864916437109601,0.05417746385332676,,
1.5160210694529748,-0.3943268986201196,1.0,training,1.0,,1,-1.2470494533262517,-0.5846391569190071,,
1.956471198675771,0.23689154408939966,1.0,training,1.0,,1,-1.2105137207479113,0.2490522824104454,,
0.8763809186336271,0.2289659427145097,0.0,training,1.0,,1,-1.5536293509398298,0.02496995006607452,,
0.4702654636670868,-0.30314224616794155,1.0,training,1.0,,1,-1.2636596303264895,0.3320210195355157,,
0.3945140055646988,-0.2750830546928433,1.0,training,1.0,,1,-1.0947100666290561,0.2044698026162557,,
-0.23893646296453674,0.9617323256744226,0.0,training,1.0,,0,-1.140997950646483,0.2318461866388791,,
1.1794288778106936,-0.7660713743402627,1.0,training,1.0,,1,-1.156222603271229,-0.7579938764726964,,
1.5731967873563548,-0.7830276349489436,1.0,training,1.0,,1,-1.5366585724252886,-0.3671602149031222,,
0.8847977732833079,0.6001730257814613,0.0,training,1.0,,0,-1.193735598121303,-0.15935479071282146,,
0.4866754159357765,0.8642150045029031,0.0,training,1.0,,0,-1.144054247017543,0.21045685267270015,,
1.7323620979390282,0.1718980676483315,1.0,training,1.0,,1,-1.2891977734359332,0.33281487874090016,,
0.6821246568443737,0.6707048775107292,0.0,training,1.0,,0,-1.581485671238663,-0.2888864527561443,,
0.8210862540424243,-0.370379681736732,1.0,training,1.0,,1,-1.2610923805433887,-0.6240924499198935,,
2.04150368837875,0.4767181782257955,1.0,training,1.0,,1,-1.1306545887316253,-0.005000503264293183,,
1.3514832987726253,-0.3342181095302418,1.0,training,1.0,,1,-1.28157960061006,-0.22232284495250879,,
-0.4177265557095105,0.9551876109980552,0.0,training,1.0,,0,-1.4227520070798878,-0.6398174905408471,,
0.18137895631885045,0.1039240180745324,1.0,training,1.0,,0,-1.3057379562160871,-0.2600164758698587,,
1.991909878379964,0.2835076826268753,1.0,training,1.0,,1,-1.1008434564935434,0.10183826254642477,,
-0.18382988189977076,1.088788378358429,0.0,training,1.0,,0,-1.3097072773821459,-0.5704391642631808,,
0.15748237113302754,0.20826149721238246,1.0,training,1.0,,0,-1.4520817452335788,-0.4670944431841008,,
0.01076882484426228,0.3941070964990689,1.0,training,1.0,,0,-1.4426539005933166,-0.08328760976084354,,
1.2332852611477318,-0.2927551964078486,1.0,training,1.0,,1,-1.541154560116546,-0.11126931531361389,,
0.5654844130494238,-0.16094117137288716,1.0,training,1.0,,1,-1.3503694388921879,-0.6919306461770366,,
1.855258387756108,0.18056849911273976,1.0,training,1.0,,1,-1.494516950212153,0.09389770078405585,,
0.2218345699680453,-0.03140867334417067,1.0,training,1.0,,0,-1.216720419532075,0.07698201152978784,,
0.9410777337541271,-0.7814568539455802,1.0,training,1.0,,1,-1.237227410448637,-0.46204289833170364,,
-0.3175906959802528,0.8991564784148642,0.0,training,1.0,,0,-1.3079248539963177,0.08312741691233205,,
-0.14122258979823826,0.9793898157824608,0.0,training,1.0,,0,-1.4766204672066963,-0.23805769953206057,,
0.26142270909554965,1.0890565790414262,0.0,training,1.0,,0,-1.4375839442810012,0.3432496148119344,,
0.5995384225980432,0.798156944959665,0.0,training,1.0,,0,-1.2544839141635715,-0.27439907606801195,,
0.6170878623202778,-0.21848411796441786,0.0,training,1.0,,1,-1.5352111992585389,-0.4078470525153619,,
0.7168445543929508,-0.4111261011362464,1.0,training,1.0,,1,-1.207431324951461,0.33188449554341776,,
1.4076486735977876,-0.4930270974864338,1.0,training,1.0,,1,-1.4403177555617601,-0.33585177935618055,,
1.2092589331106078,-0.4238880635731485,1.0,training,1.0,,1,-1.223339671720118,-0.5228579098950706,,
0.9014365228967214,-0.6360656704833058,1.0,training,1.0,,1,-1.4713765976772024,0.10940164683775744,,
0.058954434483192326,0.1378060782538711,1.0,training,1.0,,0,-1.4916091696144709,-0.5491104675568053,,
0.6581332268678699,-0.4589424664333387,1.0,training,1.0,,1,-1.543088752760292,-0.09599073206785076,,
1.2382693128810298,-0.6382856340610913,1.0,training,1.0,,1,-1.2725973732030922,0.18937280859782732,,
0.4734806707653286,0.8377921966433545,0.0,training,1.0,,0,-1.393114364930022,-0.12472830686483441,,
1.4412925149113818,-0.16620197506558976,1.0,training,1.0,,1,-1.123746161260639,0.23874917183682182,,
1.182666443359471,-0.3291349571792975,1.0,training,1.0,,1,-1.3946948827625503,0.10030710974402651,,
0.9258286422146942,0.6591973308370779,0.0,training,1.0,,0,-1.285684996199688,-0.3519636207528411,,
0.966077620599454,0.26180493492850443,0.0,training,1.0,,1,-1.5452480356800853,-0.7085704180998652,,
-0.2611157543491301,1.113669437996141,0.0,training,1.0,,0,-1.4350322698275977,0.012605621946931173,,
0.9799705206239206,0.2570313562214405,0.0,training,1.0,,1,-1.4172836434816785,-0.6937614956630511,,
-0.3567779294621061,1.2295359074859666,0.0,training,1.0,,0,-1.3529585638766273,-0.48980440444209655,,
1.1611216590756483,0.18615474520985312,0.0,training,1.0,,1,-1.200691809002185,-0.15333256694923378,,
0.33923970467584186,0.7353067139542302,0.0,training,1.0,,0,-1.3743899460003925,-0.1384414629771911,,
0.9414651970222776,-0.7394654426158669,1.0,training,1.0,,1,-1.4118505935405095,-0.48999428185856103,,
1.9604820831536642,-0.045027584453389134,1.0,training,1.0,,1,-1.1483778973757925,0.11241414513752572,,
-0.3364613455997954,1.089896733060992,0.0,training,1.0,,0,-1.2171953946098415,0.33671683107260375,,
0.7616418373103805,-0.39417229544897703,1.0,training,1.0,,1,-1.193938678037371,-0.3569210072748368,,
0.2664462015068386,0.9827718708404384,0.0,training,1.0,,0,-1.529516832396257,-0.19857203051460073,,
1.9047739560072,0.4394329919405704,1.0,training,1.0,,1,-1.487250084322097,-0.3570547775759538,,
0.43046252840156735,-0.2797749454421845,1.0,training,1.0,,1,-1.281733738827855,-0.46039129495221826,,
0.24617090344402134,1.0291964456124731,0.0,training,1.0,,0,-1.2645295808185946,0.25631969711108044,,
0.5971969520446601,-0.34416647212366736,1.0,training,1.0,,1,-1.5751822337105228,-0.38831934827175435,,
0.3238747653586495,-0.2293934444239657,1.0,training,1.0,,1,-1.1834873121265272,0.10779817748988245,,
0.08485516980156292,0.15480677288009315,1.0,training,1.0,,0,-1.641596831034602,-0.5403871743544755,,
0.9112664142289076,-0.2379421514253933,1.0,training,1.0,,1,-1.0909029847312748,0.1831518053162409,,
0.5652488371247804,1.0967101498550265,0.0,training,1.0,,0,-1.27072402087639,-0.3839971209507008,,
-0.20177507861978455,0.8459399221280155,0.0,training,1.0,,0,-1.2903787553809265,-0.7150421939271403,,
0.003296851311909828,0.9863558340118312,0.0,training,1.0,,0,-1.3239983038718375,0.010027292744594343,,
1.0876713903979236,0.4144282360473995,0.0,training,1.0,,1,-1.1135824456034473,0.0632453134567247,,
1.0712071347214762,-0.5694808731098888,1.0,training,1.0,,1,-1.4011006725903232,-0.4984381268881208,,
-0.4085115175908419,0.7321560319995843,0.0,training,1.0,,0,-1.0815186044385947,0.25813308071057456,,
0.4015385895331421,1.2787920105723485,0.0,training,1.0,,0,-1.3253400572662732,-0.45722929947697577,,
0.5390251406106621,0.8430317845616371,0.0,training,1.0,,0,-1.4190604799588868,-0.6172308624794518,,
0.8179607009893188,-0.3319800446751068,1.0,training,1.0,,1,-1.2275714671354927,-0.525679808667517,,
0.9615425976150804,0.21050534806242246,0.0,training,1.0,,1,-1.4826186007237439,-0.09948989387286049,,
0.9180503808791244,0.5901021079242991,0.0,training,1.0,,0,-1.055438721055903,-0.6218249278133994,,
0.2858105408340812,0.08124471150218526,1.0,training,1.0,,0,-1.2620860494314843,0.23230338613804066,,
-0.024582085004336483,0.6880577794007803,0.0,training,1.0,,0,-1.412781045821072,-0.5949752732878443,,
0.6964649896966583,0.7039582165760763,0.0,training,1.0,,0,-1.453916414369703,-0.3900712083285132,,
0.2372996786419639,0.79645001849888,0.0,training,1.0,,0,-1.0201007204995527,-0.05730461589899547,,
1.8217674007987672,-0.5969794906974608,1.0,training,1.0,,1,-1.3477512767333435,-0.49631210045622687,,
-0.08862972817523884,0.9121789904122448,0.0,training,1.0,,0,-1.162923173426201,0.22299292025728396,,
0.5326106614862938,0.8156601638501629,0.0,training,1.0,,0,-1.352591626900296,-0.4642127969234315,,
-0.3269458672596216,0.8206729857750319,0.0,training,1.0,,0,-1.4209720784066597,-0.21096903877698822,,
1.9140753339184708,0.6672477369875114,1.0,training,1.0,,1,-1.2420100784735748,-0.40944836575528104,,
0.6430346444073838,0.6952952619258373,0.0,training,1.0,,0,-1.2500754708000608,-0.39095326111668044,,
1.8919884176127266,0.4642502896417385,1.0,training,1.0,,1,-1.0869507514019339,0.27017124012318033,,
1.9856733271310625,0.6328030293062747,1.0,training,1.0,,1,-1.3421483051164915,-0.7989667369740774,,
1.7416781594746624,-0.18269277076847806,1.0,training,1.0,,1,-1.4106473155068104,-0.23877789293059848,,
1.4977280599014682,-0.4408226839889305,1.0,training,1.0,,1,-1.3786076127357392,-0.8098569997259466,,
0.751903554112466,0.4462181156127989,0.0,training,1.0,,0,-1.1422110031528399,0.19736485326614442,,
1.2855746885752637,-0.6673198865339942,1.0,training,1.0,,1,-1.5003363982856677,-0.5369735172497547,,
1.1064972806973845,-0.059788272176960686,0.0,training,1.0,,1,-1.07639275970463,-0.040113953493563614,,
-0.1706775967400358,0.7189189167456878,0.0,training,1.0,,0,-1.1902957057959638,0.13291366933943552,,
0.01212250393611574,1.071560815390266,0.0,training,1.0,,0,-1.4991001252456344,-0.14101338548939976,,
2.0438583206094285,0.4386767276563967,1.0,training,1.0,,1,-1.2345150477823192,0.07185885271659363,,
1.9032116424324361,0.4995403238062378,1.0,training,1.0,,1,-1.4788751036702812,-0.24106348410332382,,
0.9682688905440144,0.1339410391478889,0.0,training,1.0,,1,-1.297326957389233,0.021640686854172225,,
0.2493751861194895,-0.22181785055818376,1.0,training,1.0,,1,-1.3016933686677128,-0.6790253906551639,,
0.9256485684452144,-0.5637064031797221,1.0,training,1.0,,1,-1.3701218234705332,-0.3404468582671132,,
0.517935619391221,0.9563712311301228,0.0,training,1.0,,0,-1.1334630461786885,-0.06688604306010568,,
1.2466259763780445,-0.2786024363300013,1.0,training,1.0,,1,-1.2480938717066927,0.25980806521975724,,
1.8215482246995334,-0.33119035425929017,1.0,training,1.0,,1,-1.3464467841207137,0.14212407412704137,,
-0.17881839016986786,0.6630362388406378,0.0,training,1.0,,0,-1.5465840240035802,-0.4630332272148085,,
2.2548968240342555,-0.13161066523317855,1.0,training,1.0,,1,-1.2358380618237144,0.27876833355445246,,
0.23853730580659885,0.8942383716205797,0.0,training,1.0,,0,-1.4675419779532266,-0.6155782932101339,,
2.1863376399712213,-0.09705846633279924,1.0,training,1.0,,1,-1.0239335889789172,0.04192227154235736,,
1.0600069729989918,0.5112937679203983,0.0,training,1.0,,0,-1.0772288346820402,-0.1704277951106958,,
