f0,f1,f2,f3,f4,f5,f6,f7,closest_centroid,a,neighbor,r
-3.2178,-0.4156,2.247,0.0866,-0.0197,1.2133,-0.9449,-0.5852,1.0,2.208883125020426,0,79.6659
3.2818,0.9322,-1.1268,-1.2883,-1.5319,-0.9182,1.0914,-0.1044,2.0,1.5262325281555262,1,138.1453
1.7303,-0.6986,-1.8425,-0.1696,1.0351,-0.9416,-1.222,1.2667,0.0,1.3182333253259837,1,243.54420000000002
-0.0445,0.8064,0.4469,-2.1855,2.4719,-0.2551,-1.2547,-0.1263,1.0,1.7242906831506097,2,33.0995
4.6768,1.6654,0.4495,-3.1963,3.5231,-4.5835,2.0795,4.3867,2.0,4.801704191222114,1,3.6406
-1.0626,0.97,0.3932,1.3497,1.4731,0.6839,1.516,1.0636,3.0,0.697713924183832,3,81.79919999999998
3.3335,3.5523,-1.8268,-1.9662,2.1582,1.8924,-0.5529,5.2069,2.0,2.4571122359387614,1,0.5893
-1.2975,1.1045,1.0566,0.6506,-0.918,1.6401,1.1893,-0.2359,3.0,0.4935593986543029,3,157.2315
0.5852,0.6087,-0.2345,-0.2073,0.6273,-0.1779,0.5351,0.3099,2.0,0.7109005908001481,3,239.1655
1.2711,0.6969,-0.5202,0.1199,-0.1747,0.0703,0.67,1.7265,2.0,1.241527482579423,3,214.56070000000003
2.5417,-1.1678,-0.8664,-2.0339,-1.5417,-2.1357,-1.0976,-1.6231,0.0,1.0181655366392997,1,37.3687
-1.3309,0.9978,1.8577,-1.3091,0.4045,0.8342,-0.2253,-0.1387,1.0,1.4473153215522856,2,88.4783
-0.5732,2.1908,3.5811,-1.5721,-1.5094,0.2533,2.6564,0.3615,3.0,0.9366271723583462,3,21.6842
0.1601,1.8926,0.1787,-1.2421,1.4042,1.4027,-0.4203,1.4908,2.0,1.1315879241137197,1,55.505300000000005
1.5973,2.6585,-1.4529,-1.7193,0.8089,1.079,0.9089,-3.0022,2.0,2.884622105233196,3,20.4823
-2.4848,-0.3375,-0.5391,3.7008,2.1169,1.6912,0.2715,2.8331,3.0,1.6565490726205463,3,7.6674
-2.3468,0.7014,3.1263,-0.3564,-0.8691,0.3976,1.5636,-1.4547,3.0,0.8012343914236304,3,74.8843
-1.3026,-3.3792,-2.0679,3.7685,-0.4463,-1.0774,-0.1539,-2.7659,0.0,3.67259832271377,1,29.920399999999997
-0.9244,-0.3735,1.5532,-0.8268,-0.4506,-0.1767,-0.6064,0.074,1.0,1.4715822437091304,2,152.2859
4.6868,5.6832,-2.6519,-1.5971,1.6339,1.267,4.0638,0.0002,2.0,2.6507287431949753,1,2.3803
1.3299,-0.1688,-0.9091,-1.8179,1.4643,-0.7547,-1.9777,0.544,1.0,1.9255859108333748,2,59.6394
6.6702,5.1449,-2.3987,-2.9685,1.6165,-1.2278,4.2991,0.8894,2.0,3.237435322906081,1,2.6051
-3.1816,-1.9067,1.9511,-0.1056,-0.1143,0.1303,-2.1224,-1.376,1.0,2.44857449549733,0,66.7373
0.2825,0.6699,1.0424,-3.2674,0.1875,0.2854,-2.1564,-0.2411,1.0,1.3607149738280961,2,7.2879000000000005
6.3509,5.9182,-2.5113,-3.1201,1.2718,0.2432,3.9226,0.8743,2.0,2.045952785378975,1,2.7325
0.5054,2.518,-0.5244,-2.1662,1.4433,1.5816,-0.2848,-1.8469,2.0,2.142309968235223,1,17.1628
1.9997,0.6818,0.176,-1.138,2.5183,-2.2022,0.7903,3.2833,2.0,2.90135485420174,1,86.51740000000001
-0.5796,0.4328,1.584,-1.4597,-0.9582,-0.3023,0.6026,-2.6771,1.0,2.7705583985904365,0,16.5848
1.2915,-0.6509,-1.5696,0.1838,0.9403,-0.8802,-0.7075,0.7829,0.0,0.9117061533191484,1,337.3029
0.961,-0.2615,0.3365,0.0697,0.0267,-1.221,0.5931,2.2372,0.0,1.8576477330215222,1,199.69310000000002
-0.8941,-0.2634,0.2846,0.0936,0.2272,0.6615,-0.9708,0.5521,1.0,0.9384232147597372,0,227.33759999999998
-1.2398,1.608,2.4529,-0.9459,-1.6392,0.5546,2.4375,-3.296,3.0,1.869446621329424,3,18.261899999999997
-1.535,-0.8359,1.976,-0.1733,3.6116,-2.4503,0.2773,1.3697,3.0,1.0168678232690735,3,61.8361
-0.7756,-2.3479,1.7041,-1.9506,-0.9795,-2.0631,-2.1515,-1.9865,1.0,2.617822333543666,0,10.549600000000002
0.4691,-0.5281,-1.7715,3.3258,-0.7347,0.3194,1.6237,1.4208,0.0,3.99145522585435,1,72.441
1.0112,-1.0209,-1.4358,1.5282,-0.6948,-0.429,0.0247,1.3939,0.0,2.553435755996223,1,273.33939999999996
-1.1893,-0.0221,-0.1276,1.9577,-1.2193,1.0407,1.3864,-1.5842,3.0,0.22232741621311705,3,209.7358
1.482,1.4404,-0.7829,-0.2727,0.1212,-0.0464,1.6494,-0.6456,2.0,1.0500026238062465,3,167.8116
0.5649,4.3121,0.724,0.6267,-3.3202,3.6288,4.3528,-0.196,2.0,0.6869734055987835,3,17.878700000000002
2.0165,1.6862,-1.8618,-3.716,3.4571,-0.175,-2.1466,-2.0706,2.0,3.582476438163969,1,1.6786
2.0448,-0.9281,-0.2796,0.7102,-2.2287,-2.1401,1.8872,0.3244,0.0,2.547533401154929,1,121.0215
-0.7424,-1.7961,-1.7802,2.1827,-2.2017,0.8063,-0.5956,-3.073,0.0,2.479679461140089,1,20.79
1.6746,1.187,-2.5822,0.3003,3.3547,-0.8931,1.3787,-1.5368,2.0,2.2519210221497565,3,22.5272
0.8065,-0.0538,0.3165,-0.0116,0.2519,-0.8817,0.4061,2.3228,0.0,1.808761001348713,1,206.7318
-0.3637,0.6686,1.5343,0.3263,-1.1736,0.5188,1.1766,2.0944,3.0,1.3470262098415158,3,78.6871
1.2636,0.422,-0.5479,-1.2836,1.148,0.1032,-1.6143,2.8376,1.0,1.9287654911885996,2,39.1442
-0.2318,-1.3131,-1.9824,2.2955,0.8569,-0.561,0.3207,-1.5116,0.0,2.7868034286615915,1,154.8219
1.3568,0.9075,-1.8117,0.458,0.9383,0.2008,0.7845,-0.14,2.0,1.3430788509987044,3,240.67000000000002
1.3977,0.5133,-0.2104,-0.6421,1.8504,-1.3976,0.5696,1.8402,2.0,1.625110894677653,1,208.9654
4.0215,2.0675,-2.807,-1.5502,0.5001,0.1374,0.3039,0.6613,2.0,1.912408426565833,1,81.15299999999999
-0.3661,-1.284,1.4668,1.7154,-1.1584,-2.0595,2.34,0.9135,3.0,0.7847593835055462,3,74.2214
-5.6159,-2.7637,4.31,2.0022,2.0502,-0.6521,-1.2927,3.4117,3.0,1.6933415219618357,3,7.9623
-1.4027,1.6079,0.7408,-1.6766,3.0807,1.7809,-1.8699,1.2682,1.0,2.91244704501215,2,14.5359
0.4321,-0.4756,-0.4177,-0.2563,2.2787,-1.5264,-0.3093,0.5728,0.0,1.8149276018618492,1,233.8632
1.1013,3.563,0.3271,-3.1056,3.1036,1.9756,-1.1727,3.8051,2.0,1.6679911120866315,1,2.9152000000000005
-3.0148,0.4043,1.664,1.0142,0.3827,1.867,0.0872,0.1132,3.0,1.1163654553953188,3,80.836
0.143,1.5097,-0.6483,1.0869,0.6791,0.3895,2.6565,-1.6924,2.0,2.1658612859553115,3,69.1959
1.7977,-1.5464,-0.5948,-1.7005,-1.2916,-1.9184,-1.5772,-1.193,0.0,1.181378774991327,1,43.5669
0.2084,0.1127,2.5193,-1.7524,-3.0336,-1.4941,1.8928,-3.0944,1.0,2.6132492303643757,0,3.3893000000000004
-0.6606,-1.8066,-0.2245,1.647,-0.8532,-1.2114,0.6253,-1.8188,0.0,2.0543489260590566,1,233.33599999999998
-0.2416,0.8294,1.0133,-0.5767,-0.5654,0.2741,0.8711,-0.5823,3.0,1.5375458106996363,3,133.30349999999999
-1.1439,-1.1921,2.5592,-0.8066,-2.2082,-1.1829,0.2005,-1.4145,1.0,2.365351124040572,0,42.277
2.8287,-0.3331,-0.5084,-0.6839,-1.4424,-2.8048,1.9973,-1.365,0.0,2.2208704667314563,1,101.4816
1.0675,-1.2163,0.148,-1.999,-0.7587,-1.7868,-1.4215,-1.5425,1.0,2.249461806744004,0,25.9675
-1.3092,0.342,1.3385,0.6103,2.9004,-1.1489,1.5468,0.843,3.0,1.1553041417739276,3,79.09570000000001
1.7014,-0.4578,-1.8011,0.0195,-0.957,-0.2156,-0.5685,-0.3995,0.0,0.8685414382745373,1,238.4775
-1.6611,0.1078,0.6958,1.5161,-1.2204,0.9467,1.5068,-1.9062,3.0,0.4935671281598901,3,183.44060000000002
0.0637,0.8026,1.0398,-0.1145,-1.5199,0.904,0.6039,1.7459,3.0,0.8508235716057708,3,90.219
-3.3295,0.4214,3.2128,-0.9814,0.1536,1.4488,-0.8427,-0.2895,1.0,3.1479831114540624,0,39.5163
-1.8249,0.2824,1.7834,0.3664,-0.9162,0.7689,0.8743,-0.8277,3.0,0.3102816462506317,3,166.446
-2.8257,-1.9367,2.6804,0.1377,0.4194,-1.762,-0.047,-1.8239,3.0,0.5943633484662454,3,58.2833
2.604,1.904,-1.568,-1.002,0.788,0.0666,0.9188,0.5941,2.0,0.9101620240374758,3,141.6602
-0.9006,0.7307,-1.6944,3.0595,-1.5629,2.7955,1.4947,-1.4938,3.0,0.6161320069595485,3,70.41929999999999
-1.5217,-1.1093,0.9632,0.462,-0.0468,0.1025,-1.0608,0.8205,1.0,0.6601068019646527,0,228.397
1.9216,1.2729,-1.4708,1.0346,0.0555,-1.0075,3.6016,-2.0741,2.0,2.2467697679112555,3,81.16130000000001
0.3718,2.1594,-1.377,1.7335,1.7953,0.8654,3.0569,-0.6158,2.0,1.9672118060849468,3,18.6377
-2.9159,-1.0627,2.9198,0.3273,-3.2435,0.1606,0.9637,-3.9899,3.0,3.255626256190966,3,2.3327
3.0564,2.1652,-1.439,-1.3549,0.0257,-0.0189,1.3488,0.1262,2.0,1.1161630750029345,3,117.81700000000001
2.6703,-1.2918,-1.437,-0.855,0.3564,-2.4533,-0.9838,1.3011,0.0,1.9327577525391018,1,81.8169
1.5264,4.5569,0.0324,-2.5426,-2.4658,3.3762,1.9273,-2.9331,2.0,3.591509356802513,3,3.1174
-2.0838,0.0596,1.7096,0.3399,-0.4517,0.8893,0.2135,-0.414,3.0,0.4584794433777803,3,164.3658
0.3956,4.187,-0.2105,-4.1061,1.398,3.6982,-1.6884,-1.7829,2.0,4.667164452855716,1,1.7985000000000002
0.9048,-0.016,1.0354,-0.6769,1.8206,-2.5223,1.1768,1.9578,0.0,2.8253427331918517,1,129.7046
3.7306,3.7085,-2.2896,-1.3547,-0.534,1.2901,2.3772,-1.0327,2.0,1.1142320135411796,3,34.73570000000001
0.0535,0.7636,-0.6702,-1.2848,2.9979,0.9376,-2.4041,2.3715,1.0,2.720772212075094,2,13.664100000000001
-1.7931,0.7384,1.2758,-0.8538,1.3886,1.4689,-1.3457,0.9372,1.0,1.3353676909375924,0,59.6881
0.0951,0.7846,0.6847,-0.3043,4.3567,-2.6966,2.3309,-0.2231,2.0,1.3430226952661668,3,14.745
0.6629,-0.1514,-0.5175,-0.4041,0.2908,-0.1055,-0.8594,0.9743,0.0,0.7945143925694491,1,257.2299
-2.0296,1.056,1.1597,1.5816,-1.4407,1.4402,2.7875,-3.0667,3.0,0.579804182461634,3,78.9234
0.3956,-1.0411,-0.5533,0.3065,3.6672,-1.9813,-0.9743,3.2927,0.0,3.205003252728458,1,64.1156
-2.308,0.691,-0.3971,2.2793,-0.9181,3.2321,0.4245,-1.2738,3.0,1.0707084710601655,3,62.8896
-1.4113,0.0511,-0.591,2.6582,-1.5449,1.4424,1.9074,-2.6951,3.0,0.8496887959717981,3,116.5219
-0.7096,0.126,-0.1816,1.8519,1.8611,-0.192,1.3226,1.4006,3.0,0.9462861565086969,3,112.6312
3.2472,3.5081,-1.5606,-1.669,0.9836,0.7998,1.7534,0.8056,2.0,2.009270666187107,3,40.7919
0.8657,-1.1677,0.655,-2.0918,-0.4442,-1.88,-1.4517,-0.5804,1.0,2.3502206726177857,2,21.177300000000002
-1.4333,-1.89,2.481,-0.427,-0.3456,-1.582,-1.0316,1.5672,1.0,1.562766965993332,2,76.4039
-1.9345,-4.6723,3.6173,-2.7835,-1.6314,-3.9387,-3.6992,-2.1657,1.0,4.495859343885216,0,1.165
-1.1845,-0.8752,1.2753,-0.3791,-0.8606,-0.9909,0.4322,-3.3225,3.0,2.1547466974101623,3,54.3249
-0.6883,1.6913,1.2962,-1.7012,1.3011,1.1743,-0.5006,0.8729,1.0,1.6522351890696438,0,45.7183
4.9459,3.248,-0.5866,-2.8503,-1.2249,-1.4051,3.4142,-0.4571,2.0,2.6947962242069443,3,13.9825
3.1806,2.582,-0.6868,-0.7609,0.7298,-1.6226,4.121,-0.6873,2.0,1.8330083442254148,3,14.9032
-1.7524,-0.8967,-0.6131,0.0922,2.9052,0.5108,-2.5921,-0.196,1.0,1.7496430635989733,0,50.375699999999995
-0.4891,0.4939,1.1121,-0.5424,-0.1808,0.3343,0.1291,0.5376,1.0,0.8745999085296092,2,184.99439999999998
-0.5338,-0.3735,0.0562,1.2864,-0.1671,-0.5268,1.4294,-1.1961,3.0,1.0265035265404605,3,245.5673
-1.9271,-0.6187,0.8588,0.8329,3.0959,-0.5864,-0.3919,1.4989,3.0,0.8458592317874144,3,102.3326
0.0837,-2.4356,1.9556,0.6325,0.5436,-4.9358,2.1809,0.1366,0.0,4.72174075527236,1,8.847
-0.9696,-0.3662,-1.4085,2.9662,-1.5272,1.5949,1.1009,-1.6996,3.0,0.7904002783400329,3,123.0964
-2.0455,0.5229,2.5068,-0.0189,-1.7764,1.4188,0.5298,0.1057,3.0,1.245487274122062,3,93.9203
-0.2412,-1.6602,-1.0283,1.5837,-0.1595,-1.1011,0.2515,-1.78,0.0,1.9752833214503691,1,233.37439999999998
4.296,1.4743,-2.106,-1.7461,-0.2238,-1.1441,0.9427,0.2735,2.0,1.6036888756863028,3,105.04620000000001
-1.983,0.3305,-0.1785,-0.9778,4.5699,1.9177,-4.0475,3.0294,1.0,4.011944655650176,0,2.2135000000000002
3.6475,1.7621,-1.7518,-0.9945,2.3521,-1.9081,1.9781,1.3628,2.0,2.0683947713142175,3,63.501999999999995
4.8974,1.5626,-2.1699,-2.1922,0.8144,-1.8195,0.7898,1.4746,2.0,2.10314410347936,1,47.758300000000006
-0.6238,-2.551,0.6014,1.2552,-0.7968,-2.4728,0.5082,-1.1719,0.0,2.3597828268719985,1,146.9982
2.2359,0.504,-1.6916,-1.2084,1.4518,-0.2036,-1.4581,2.3534,2.0,0.9567202412408756,1,61.3434
-1.0397,0.8363,2.0117,-0.43,-1.1628,0.9977,0.5412,0.9631,3.0,0.4244305361304773,3,110.0171
2.0165,5.0454,-0.509,-3.8593,-0.7401,3.7595,0.1797,-1.617,2.0,3.9376883066083317,3,4.5562000000000005
-1.6349,-2.4354,3.9724,-1.8271,-2.4802,-2.6582,-0.6115,-1.7312,1.0,3.3722624141664914,0,4.8384
-0.2992,-1.4399,-2.2031,1.2433,-0.0386,1.1375,-2.4725,-0.0368,0.0,1.129752402077553,1,158.6772
-0.2912,-0.9431,-0.2512,0.7934,0.881,-0.8653,-0.1239,0.3701,0.0,1.430661846838728,1,361.2962
2.371,0.9262,-0.2287,-1.0663,-1.2867,-0.7584,1.2197,0.5169,2.0,1.1207022976687433,1,131.8691
2.593,4.2081,-1.2029,-2.6165,-0.0324,2.4212,0.9067,-0.6115,2.0,2.0959732226343006,3,13.528700000000002
0.8549,-0.1138,-0.6241,-0.6976,0.7133,-0.648,-0.57,-0.0347,0.0,0.6228594785342836,1,235.93810000000002
-1.9136,-0.8848,2.3914,0.4069,-1.6915,-0.029,0.2614,0.1839,3.0,1.4063602454563326,3,112.5836
3.2565,0.3683,-0.9874,-1.5863,0.1041,-1.9982,0.4606,0.9257,2.0,1.384994032478116,1,93.20989999999999
-1.0433,-1.358,1.4098,2.5599,0.6196,-2.4741,2.8713,1.1629,3.0,1.3116332414207876,3,46.7656
2.5845,1.0568,-2.2196,0.5338,0.0512,-0.7452,2.2619,-1.2672,2.0,1.290301135394372,3,168.2658
-2.4125,-1.578,1.1185,1.1073,0.0884,-0.3216,-0.3849,-1.3021,3.0,0.5907159808232726,3,174.36190000000002
5.6735,1.6022,-3.7916,-2.2555,0.7509,-1.0947,-0.2302,0.9508,2.0,2.3413072545054816,1,16.078200000000002
1.8838,4.3446,-0.6224,-3.8101,-1.0154,3.0186,0.2691,-3.4658,2.0,4.5535887780958,3,3.8368
0.4733,-0.559,-0.8528,0.3003,1.0497,-0.608,-0.5755,0.8541,0.0,1.1788867418034694,1,340.6215
-0.7232,-4.7293,2.4687,-2.9588,-1.5781,-4.1485,-4.1225,-1.8026,1.0,4.568502416547462,0,1.0485
3.0674,0.4478,-1.7378,-0.9407,-1.6851,-0.7531,0.6282,-1.1612,2.0,0.7419282512480541,1,136.6542
-2.4401,-2.008,0.9477,2.1184,1.8444,-1.1372,-0.1702,1.1413,3.0,1.2127115691705075,3,135.19400000000002
2.0616,0.864,0.0411,-0.156,-0.191,-1.9937,3.0328,-0.262,2.0,1.2243051171991384,3,82.0244
2.9222,-0.0991,-1.2041,-1.7179,0.4367,-2.5719,0.4188,-1.3809,2.0,2.2376021384508906,1,52.47179999999999
-0.3011,0.3342,0.219,0.1793,1.2058,-0.1963,0.4725,0.4451,3.0,0.6897896998361168,3,241.3133
-1.928,-0.2172,0.5809,1.0495,-0.5866,1.6318,-0.5311,0.0426,3.0,0.6535794672417431,3,151.7004
-4.507,-0.8798,3.3473,1.1661,-0.5052,1.277,-0.2849,-0.0467,3.0,2.083974555986708,3,17.7029
0.4466,2.7663,-2.7141,1.2595,0.3598,3.4013,1.3252,-1.9637,2.0,2.1026562534090067,1,5.9343
1.053,0.1463,-2.2485,0.8881,4.0658,-1.7304,1.037,-0.7357,2.0,1.8746271095873972,3,12.462200000000001
0.9352,2.8345,-0.4071,-2.7029,0.9669,1.8842,-0.5767,-1.1314,2.0,2.370174662340312,3,14.787600000000001
-4.7716,-0.2359,3.106,0.8487,-1.3742,1.8412,0.549,-3.9422,3.0,3.05878780565112,3,1.3980000000000001
2.8004,1.3965,-1.6171,-1.511,0.1906,-0.2857,0.3517,-0.3086,2.0,1.4138236452966806,1,125.07630000000002
3.441,0.2114,-1.0377,-1.1292,0.0304,-2.689,1.4248,0.2886,2.0,2.091274993873355,3,73.0315
-4.5568,-1.829,3.7502,1.7671,-0.3752,0.3885,-0.4384,1.9628,3.0,0.7275498402171638,3,17.9159
1.7782,3.8912,-1.2133,-1.6375,-0.083,2.2912,1.7836,-2.3515,2.0,2.4184432575522643,3,15.738000000000001
-2.4322,-2.2187,0.5685,0.5187,1.0895,-0.2527,-2.4536,-0.4523,1.0,1.005349630725549,0,134.204
-1.1733,-0.1633,0.103,2.0932,0.9117,0.2379,1.1173,1.1899,3.0,0.5857622384551607,3,124.9016
0.4956,-2.4564,0.8119,0.3138,3.6515,-4.7895,0.0346,3.4801,0.0,5.5592788722998945,1,31.6645
-1.8526,1.6825,1.9838,-1.4677,1.2882,2.2552,-1.3073,2.1169,1.0,2.698167969196877,2,19.704700000000003
-0.0908,0.0466,0.3483,-0.46,1.6984,-0.6329,-0.3348,1.1687,1.0,0.355392416914037,0,242.0221
3.7775,3.4351,-0.3825,-2.6784,3.711,-1.4,1.8289,4.0189,2.0,3.8970031113664785,1,9.8972
0.9808,1.174,0.3963,-0.8357,0.5704,-0.6265,1.3321,0.3305,2.0,0.7067428881849457,3,146.22230000000002
-1.4406,1.9395,3.0954,-2.2177,-2.1334,2.8175,-0.8552,1.6317,1.0,1.5548010290709198,2,6.239199999999999
-0.8565,-2.6361,0.5534,-0.2484,-1.7383,-1.0027,-2.1366,-1.3134,1.0,1.0765754548567403,0,43.9213
-1.1926,1.0023,0.8415,-0.8678,1.4187,1.8165,-1.6523,2.3411,1.0,2.142715942443141,2,29.148300000000003
0.3548,2.3191,-0.4261,-2.7377,1.6342,1.521,-1.0112,-2.2524,2.0,2.7841194855824702,1,7.299600000000001
2.8987,-1.3971,-0.4932,0.5903,1.6923,-4.4178,1.5226,4.1702,0.0,5.162166826052795,1,31.4029
0.0427,-0.8254,-1.0525,-0.0488,-0.0805,0.2943,-1.631,-0.6658,0.0,0.9831044451125219,1,208.2348
-1.2078,-0.422,2.3835,-0.1738,-1.6956,-0.1202,0.3519,0.7917,3.0,1.2593336174342364,3,98.691
-4.4849,-3.7533,4.5969,-1.3145,-0.5732,-1.8427,-3.1634,-1.3098,1.0,4.567634292497597,0,1.5764
3.2044,5.4517,-0.3761,-2.6123,2.9528,1.1043,2.7389,2.8776,2.0,3.197083306703156,3,2.616
-2.2846,-1.1817,3.9516,-1.2744,-1.0862,-1.2503,-0.2976,-0.1491,1.0,2.8736461734180154,0,41.8055
0.0988,-1.1697,1.113,0.4767,2.1477,-2.8024,0.6596,3.2141,0.0,3.8757279471087744,1,109.7337
2.362,1.1707,-0.9537,-0.2689,0.8001,-1.4134,2.21,0.1125,2.0,0.8851852743917547,3,127.9398
0.8237,-3.1977,0.159,-1.1953,-2.2594,-2.609,-2.2421,-1.4628,0.0,1.5904134556774865,1,17.9008
-0.8538,0.0956,0.7376,-0.515,0.3744,0.8777,-1.305,1.4627,1.0,1.1780679140015657,2,123.50229999999999
0.1491,-0.7318,-1.1249,0.8143,1.4468,-0.4599,-0.6589,0.8855,0.0,1.3178757414870355,1,335.0123
-0.3687,2.2208,0.3792,-1.4543,2.1721,1.8617,-0.7781,1.6383,2.0,1.1430541325764048,1,23.232400000000002
4.2353,-0.7445,-2.6559,-1.4041,-1.8193,-1.8477,-0.723,-0.683,0.0,2.03302155177952,1,40.099
-3.0869,-2.3383,0.7653,3.1362,-0.6587,-0.6189,1.0906,-2.807,3.0,1.5082161880844571,3,85.40090000000001
1.3676,-0.595,-0.9895,-0.9118,-0.3592,-0.6652,-1.1986,-0.1993,0.0,0.9882168891493409,1,168.1455
-1.7859,1.9504,1.9115,0.5866,-1.5466,1.9446,2.6549,-1.7539,3.0,0.2727305446773415,3,84.0807
2.5552,0.0233,-3.0727,0.043,0.776,-0.2022,-0.8659,0.618,0.0,1.2711839206031508,1,166.09140000000002
-2.1339,-2.0803,0.0246,0.4675,1.7683,0.1282,-3.1974,0.8491,1.0,1.43018199890783,0,86.3317
4.2074,0.5737,-1.8808,-1.9472,-0.8461,-1.581,0.138,0.2985,2.0,1.1960177590654741,1,71.61699999999999
0.0339,3.7352,-0.0056,1.4136,-2.685,3.7524,3.9005,-0.8494,3.0,0.5779972923812147,3,32.5577
-0.7011,0.4023,0.1806,0.38,4.5582,-1.6547,1.2066,0.2323,3.0,1.5620017093460552,3,23.371599999999997
-0.0405,2.765,1.106,-1.1643,-1.4351,2.4528,1.1664,-0.0961,2.0,1.8430483960004944,3,45.56830000000001
-0.78,-0.4174,2.2971,-1.0688,-1.1086,-0.0485,-0.9668,2.2913,1.0,0.8810857846997635,2,34.1133
0.7929,2.9774,-0.2515,-0.1298,2.2781,0.7434,2.497,0.8526,2.0,1.6907926632204175,3,15.7037
-0.2024,-1.4379,-0.9663,-0.9673,4.6344,-2.4509,-2.0068,-1.1241,0.0,2.844201336052002,1,2.3619
3.0203,4.4111,-3.1942,0.1004,0.9817,1.5886,4.1314,-3.3451,2.0,3.9208846820583756,3,4.9704
2.4646,3.0218,-2.0829,-0.7697,-0.1893,1.8531,1.3381,-0.6093,2.0,1.3944265488006198,3,47.837999999999994
4.5532,0.4388,-2.7077,-1.1077,0.1498,-2.2698,0.9333,0.0045,2.0,2.372446243858857,1,76.9797
-1.8551,0.4715,1.6104,-0.2535,-0.5359,2.0988,-1.2571,1.8938,1.0,2.1192240773452915,0,49.4222
1.0522,0.5275,-1.0481,-0.9683,2.099,0.3337,-1.7776,2.7813,2.0,0.9239391971336646,1,29.961
0.8348,-2.7653,-2.0338,1.6192,-0.771,-0.9114,-2.0396,1.6102,0.0,2.563928043062051,1,116.60260000000001
2.5181,2.8574,-0.2178,-2.8022,1.4781,0.6054,-0.1365,2.8966,2.0,1.543380581710162,1,14.574800000000002
7.5948,3.2059,-0.8393,-5.0358,2.1963,-4.2931,2.3133,3.9533,2.0,4.528680110142472,1,0.4796
0.2843,2.602,-0.1659,-3.6585,1.6059,1.9047,-1.7292,-2.516,2.0,3.530109577619368,1,3.2373000000000003
-0.37,-1.0838,0.9787,1.4535,1.8569,-3.3097,2.7335,-0.1799,3.0,0.9176359463316605,3,42.4753
2.9421,4.7072,-3.1167,-0.2994,1.4094,2.239,3.2462,-1.9415,2.0,2.9922024814507466,3,8.241
0.9617,3.6659,-0.4532,-1.8059,-0.0528,2.7036,0.9735,-1.394,2.0,2.3318465193918736,3,16.8567
-0.342,0.534,1.803,0.1572,-1.5513,-0.6191,2.5352,-0.9693,3.0,0.7855774118443034,3,86.8863
