f0,f1,f2,f3,f4,f5,f6,f7,closest_centroid,a,neighbor,r
2.3165,2.9253,-0.8589,-0.8702,1.9234,-0.0731,2.4069,1.0066,2.0,2.1290039220255093,1,73.2276
1.4687,2.4378,-0.7888,-0.8653,0.6144,1.0142,1.2452,0.0212,2.0,1.0559483083939278,1,156.79319999999998
-0.0029,-0.3027,-0.4035,-1.0838,2.0677,-0.6025,-1.5206,-0.3111,1.0,1.2133155319206956,2,126.70369999999998
-1.0312,-1.5056,-1.8632,1.7338,-0.3792,1.4213,-2.0709,-0.7716,0.0,1.4223066968836224,1,54.0223
4.2262,0.9526,-1.4544,-1.7336,0.3436,-2.4066,1.3536,0.7573,2.0,2.013743566097728,3,53.1271
-0.0299,-1.3496,-1.0206,0.5682,1.463,-0.8167,-1.3666,0.6991,0.0,1.3082398174646725,1,160.1204
1.2276,-2.5344,-3.2982,1.8997,0.084,-0.8663,-1.8691,0.2607,0.0,1.8945349930787765,1,37.7132
3.303,1.3463,-2.7756,-0.6658,2.3694,-0.7424,0.3133,1.5193,2.0,2.243480084600707,1,64.7349
-2.2404,-2.9888,-0.0421,1.3658,-1.2448,-0.2087,-1.945,-2.6608,0.0,1.1755764160615003,1,36.5774
3.4305,0.517,-1.3213,-1.0351,-1.6392,-1.5249,1.4048,-0.8063,2.0,1.4358280293962786,1,71.0296
4.3511,2.7631,-0.0743,-3.451,0.6554,-1.4913,1.4304,2.4065,2.0,2.6077705957388218,1,28.9323
-0.0386,-0.8305,-2.1902,-0.0595,0.3579,0.8736,-2.3532,-2.4274,0.0,0.9749050364009823,1,19.0378
-2.0404,0.7938,0.3991,-0.2732,2.5438,2.5052,-2.5277,2.7791,1.0,3.721161041933015,2,45.9629
3.1117,0.9205,-0.7206,-1.8949,-0.3394,-1.6199,0.955,-0.239,2.0,1.031829637101007,1,84.21419999999999
1.1297,0.3655,-2.7854,1.295,1.0805,0.537,0.2776,-0.63,0.0,2.114670385662977,1,75.8609
-0.6348,-3.3894,-0.7685,-0.2733,0.0324,-1.0431,-4.2119,-0.0475,1.0,2.2329331741008294,0,10.7894
-1.2148,0.3039,0.8705,0.9522,-1.3529,1.0065,1.1063,-0.7787,3.0,0.537758570364061,3,166.6015
-0.12,-4.1634,1.2266,0.3763,-2.3254,-3.9836,-0.5351,-1.3122,0.0,2.133272134538863,1,11.0705
-0.0076,-0.8244,-3.56,4.8955,-1.7654,1.0415,2.5689,-3.5136,0.0,5.506624491464803,1,2.4699999999999998
1.8808,-1.7173,-0.7007,-0.3352,-0.9894,-2.5594,-0.1705,-0.3134,0.0,1.7415479091888346,1,86.69709999999999
-0.2423,-1.1396,0.1729,2.5389,-0.0433,-1.4757,2.0305,1.4635,3.0,0.919981347637006,3,68.8183
-0.9005,2.8462,1.9518,0.3802,-2.185,1.8643,4.0032,-1.944,3.0,0.7707717820470604,3,30.912300000000002
0.7976,-1.347,1.1587,0.5887,-2.8856,-2.4601,2.2655,-1.0683,0.0,1.8061454924783877,1,25.2167
-2.3735,0.3314,0.7427,1.4702,2.1894,1.1815,0.0997,1.4922,3.0,1.2038498868214422,3,48.92959999999999
0.6096,-2.0307,0.5997,-1.188,-1.0153,-1.9191,-1.7866,0.5298,1.0,1.592499416012452,2,62.929199999999994
0.8718,1.583,-1.2837,3.4041,0.2189,0.0494,4.9292,0.2758,3.0,1.7719134741854659,3,2.4649
-0.5081,-0.0007,-0.5569,1.1167,-0.8273,0.3268,1.2804,-2.996,3.0,1.5894499300072336,3,78.1795
1.0534,0.4543,1.6514,-1.3961,1.5559,-2.4557,1.2866,2.2438,2.0,1.7364178990093364,3,43.2859
-1.333,0.6235,0.7704,1.5176,-1.2891,0.7419,2.5302,-2.3814,3.0,0.4350964835527914,3,87.7546
-0.0054,0.1758,-1.621,3.01,-2.103,1.1874,2.4425,-2.0793,3.0,0.973927091727093,3,32.9637
-1.3977,-2.4193,1.575,-0.3121,-2.1021,-1.0995,-1.3883,-1.5872,1.0,2.1846577237636104,0,69.1629
1.9022,0.886,-2.2052,0.7716,-0.7817,0.6954,0.9893,-0.3067,2.0,1.0457122166255888,3,99.7381
3.4235,4.1233,0.1911,-2.7943,3.7248,-0.9901,2.462,3.895,2.0,3.223793005141614,3,15.3704
-1.7493,-1.8612,-1.8459,1.1517,0.6023,1.4478,-3.2653,-1.7474,0.0,2.285509013327228,1,21.5466
1.0015,1.0218,-1.8593,-0.5369,1.9694,0.7348,-0.8243,0.0323,2.0,1.1498183334770753,1,118.59129999999999
0.011,1.2849,-0.8551,-0.2581,1.3369,1.365,-0.329,-0.0468,2.0,0.6210726125019518,1,145.27310000000003
1.4979,2.779,-0.6431,-0.8964,-0.2998,1.1013,2.1568,-1.6533,2.0,1.1604990952172227,1,84.3376
-0.0946,1.9345,-1.9275,3.1126,-2.5261,3.5566,2.7018,-1.3911,3.0,1.0381552051596112,3,19.7562
0.7314,2.9173,0.6603,-2.1193,1.2972,1.7721,-0.1778,2.6222,2.0,0.45585621636651885,1,56.687
3.9516,1.4747,-0.1463,-1.5271,3.936,-4.0213,2.558,4.5775,2.0,5.306556469123832,3,5.7465
-1.9296,-2.7412,-1.4124,1.786,0.4369,0.4899,-2.9366,-1.057,0.0,1.752727120803463,1,59.9125
-0.4316,0.5264,1.4668,-1.531,2.5131,-1.4499,0.3566,-0.1437,1.0,2.370182071065428,0,50.9931
-0.3961,0.3863,-0.0609,-0.1791,0.8314,1.0955,-1.174,1.7687,1.0,1.225705335714909,2,154.13129999999998
1.2244,0.4887,1.2076,-0.7936,2.1426,-2.8781,2.0704,1.8872,2.0,1.813239741457262,3,48.2012
-2.4091,-0.9983,0.0724,1.9652,-0.1877,1.0663,-0.2445,-1.4755,3.0,0.6063563638653456,3,87.2415
-2.8952,-0.9727,3.8381,-1.4285,0.1739,-0.492,-1.3839,0.7595,1.0,2.390340904557339,2,40.6232
0.3244,1.4678,1.8367,-1.1813,-1.9386,0.706,1.1458,1.0424,1.0,1.492886023780783,2,72.9204
0.6946,-2.5772,2.4658,-1.3467,-4.4832,-3.203,0.2901,-1.5555,1.0,2.5320836696286344,0,9.0497
-0.0485,-0.9182,0.3767,0.5181,0.1411,-1.4098,0.5738,0.1241,0.0,1.6818104411615478,1,199.96699999999998
-1.9052,-0.3115,1.704,0.2447,0.0455,0.5435,-0.4187,0.9713,3.0,1.1041917632368021,3,197.80939999999998
3.0935,1.6522,0.2988,-2.1401,0.9259,-2.1492,1.8736,1.647,2.0,2.0362381172151762,1,58.0637
-1.0924,-0.8189,2.9919,-0.3374,0.3928,-2.7529,1.8403,-0.2022,3.0,0.9576263989677771,3,25.2445
-4.2205,-2.4749,2.9035,0.7612,-2.5431,0.274,-0.9647,-3.5824,3.0,3.4860957932908265,3,12.114999999999998
1.503,0.8229,-1.3471,0.8526,1.4552,-0.9033,1.9761,0.3779,2.0,1.5404817752897948,3,124.2052
-6.3631,-4.0637,1.047,2.6851,-0.0205,2.0288,-4.4159,-2.2379,1.0,2.1385633378509055,0,0.7296
-2.07,-2.1673,2.7526,1.247,-1.4889,-1.3384,0.3167,1.6307,3.0,1.3448985128997688,3,26.4422
-0.478,0.9025,0.9382,1.6572,-2.6515,0.4423,3.722,-2.1332,3.0,1.1192256921640065,3,41.2103
0.5478,-2.7289,2.1925,-0.5735,-1.0589,-4.5429,0.748,0.3359,0.0,2.919616640930791,1,5.7498000000000005
-2.6602,-0.0187,1.3264,2.462,-0.46,1.6098,1.0853,1.2218,3.0,1.2212941005343487,3,34.6666
-3.6397,-0.819,0.7844,-0.0689,3.4098,1.2804,-3.1136,-0.2887,1.0,2.24045933460083,0,18.1697
-3.9217,-2.2812,3.0334,0.7814,-3.0571,0.1281,-0.3372,-3.7324,3.0,3.7636030675404655,3,12.868699999999999
0.4786,-1.4305,-1.8694,0.5734,2.0961,-1.0885,-1.5699,0.3459,0.0,1.1537099722200557,1,101.535
-0.6029,-0.3961,-0.6012,1.5863,-1.7134,1.1252,0.3549,-0.9669,3.0,0.9041123658041621,3,111.3471
-1.5951,-0.9535,0.999,2.2307,2.8635,-1.8469,1.6901,1.8734,3.0,0.9477136540115929,3,43.6992
2.3648,5.4364,-1.1012,-2.2531,-0.8932,3.7634,2.0738,-1.2918,2.0,3.410172689175728,1,30.323900000000002
-1.7757,-2.2487,1.6573,-0.1524,-2.9154,-0.9141,-0.563,-3.987,1.0,2.5365353654148013,0,17.117099999999997
0.6139,2.2613,0.4025,-1.4574,0.8285,1.7586,-0.4461,2.9813,2.0,0.7631499656030925,1,64.5021
-1.1308,-1.2069,-1.2048,-0.0395,1.2143,0.8651,-3.0448,-0.9923,1.0,1.5390610254307646,0,42.03419999999999
-0.9582,-2.0446,-1.6224,2.4749,0.8776,-0.8275,-0.1309,-1.9035,0.0,2.8878696594548727,1,43.262299999999996
-2.5374,-0.1977,1.8891,0.994,-0.5316,0.1012,1.6229,-2.6839,3.0,0.3840303373432939,3,73.1322
-3.5953,-2.1067,2.5163,0.2865,-0.4526,-0.2118,-1.4142,-1.713,1.0,2.42979437401604,2,71.7889
4.0358,1.9005,-4.0115,-0.1481,0.4059,0.9123,0.3047,1.113,2.0,1.8219437999016317,1,27.515300000000003
-3.4033,-3.4007,-0.2936,2.9638,-1.8194,1.4192,-2.684,-1.0676,3.0,2.9992791917392427,3,10.4709
-1.285,-1.8178,-0.2743,-0.4629,1.1789,-0.0262,-3.3235,-0.1837,1.0,1.9101123893635155,0,61.848699999999994
2.0984,0.1732,-0.78,-1.0587,0.9042,-1.8775,0.5615,-0.1225,2.0,1.152752284751585,3,146.1511
-1.708,0.2195,1.5668,-1.0767,1.8909,0.049,-0.8479,-0.1453,1.0,1.769412405291655,2,122.00229999999999
-0.3459,-0.4367,0.8941,0.0574,0.3651,-0.8404,0.2233,0.973,3.0,0.9572463893898997,3,237.7237
3.9569,1.3027,-0.708,-2.3461,2.0717,-2.6101,0.8369,2.963,2.0,2.614414276659304,1,39.3179
0.3763,2.4294,-0.0055,1.859,-2.9304,1.6491,4.7696,-2.3558,3.0,0.7171419803637207,3,15.7852
0.0677,-3.5608,-2.2353,2.6064,-0.814,-1.1714,-1.8135,0.2713,0.0,2.2324036238995824,1,37.6576
-3.1,-1.129,0.2111,0.3567,3.0314,1.3042,-3.3688,0.7477,1.0,2.2643924858557547,0,28.4759
1.0948,2.6208,-0.2633,-0.5718,-0.5123,1.5268,1.7842,-0.1907,2.0,1.1254821811117228,1,98.41709999999999
-0.5932,0.4904,1.5538,-1.0316,-0.6851,0.2651,0.088,-0.1373,1.0,1.5270320330628306,2,190.1933
1.3321,0.5486,-0.5183,-0.9973,2.4208,-1.1432,-0.1773,1.7085,2.0,0.9671835606543381,1,152.3939
3.6285,0.6592,-1.5608,-0.6643,-0.5802,-2.4726,2.6187,-1.7198,2.0,2.0110201441059727,3,31.705399999999997
5.1326,1.2596,-1.8737,-2.5659,0.3525,-2.2464,0.6028,1.6148,2.0,1.8768128835874822,1,23.9098
-0.0538,2.872,-0.6,-1.0307,1.6212,2.1884,0.6016,-1.5856,2.0,0.9147368583368675,1,61.7923
-1.3258,-0.5188,0.0746,-0.2,1.9492,0.8086,-2.472,1.8198,1.0,1.9550146291012762,2,92.8303
0.9243,0.8873,0.7213,-1.2021,-0.7439,0.0829,0.2271,1.3218,1.0,0.9641414211618556,0,137.642
-2.368,-4.0205,-1.027,2.9058,-0.0385,-0.5707,-2.4757,-0.7672,0.0,2.3439955887330473,1,50.1123
-2.0788,-1.8146,-0.4434,2.7552,-0.5495,-0.0707,0.6017,-2.8564,3.0,0.5369664421544439,3,61.2033
-0.0812,-1.0627,1.0086,0.233,3.714,-4.0729,1.7363,0.3376,0.0,4.469794635103496,1,15.0973
0.8481,1.6339,0.0531,-0.2117,3.0522,-1.6243,2.8221,-0.4084,2.0,1.5154052791250274,3,24.015
-2.8349,0.7797,1.4633,-0.1558,1.6102,2.7915,-2.1363,2.6218,1.0,3.2342515177394606,2,42.1382
-1.8667,-0.977,-0.2415,2.4806,-0.7905,0.4444,1.1202,-2.6681,3.0,0.6430200307922039,3,81.0298
