f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,label,subset,r,r_diff,closest_centroid,x_pca,y_pca,x_mds,y_mds
3,64,145,130,92,4,8,15,17,11,0.0,training,0.4711666666666667,,0,,,-11.141525434516222,-0.3776620475172912
2,63,184,117,103,6,9,3,12,13,1.0,training,0.3516666666666667,,1,,,38.29492801345679,4.614138210203404
3,64,150,132,70,4,8,14,17,12,0.0,training,0.4505,,0,,,-7.640038777232897,-2.8618700471137264
3,60,148,168,92,4,7,15,20,12,0.0,training,0.3595,,0,,,-16.472962077794254,-38.599459324460675
2,32,171,126,83,5,7,18,17,12,0.0,training,0.2778333333333333,,0,,,20.908780681396976,2.2626493761666935
3,56,144,122,64,6,9,11,22,10,0.0,training,0.4335,,0,,,-13.022689298340241,14.428869106435352
2,53,150,113,88,5,9,16,15,11,0.0,training,0.41183333333333333,,0,,,-2.4475309865761274,17.03394883714071
2,52,144,164,74,6,8,4,10,10,1.0,training,0.4175,,1,,,-20.5639148021123,-34.75424574267971
3,47,151,158,92,6,7,5,11,10,1.0,training,0.391,,1,,,-10.762226029419857,-30.323834022880877
2,62,137,116,71,4,8,16,16,10,0.0,training,0.523,,0,,,-17.67994616896628,20.127177813272343
3,45,176,157,88,4,9,18,19,10,0.0,training,0.5201666666666667,,0,,,13.27427533457874,-33.16872684101399
2,53,158,142,87,4,9,8,17,10,0.0,training,0.5701666666666667,,1,,,-0.06928401550356313,-13.553825023896678
3,56,131,119,83,4,9,15,19,10,0.0,training,0.5348333333333334,,0,,,-23.037036082508497,15.632863487129127
2,70,200,152,110,5,7,3,8,11,1.0,training,0.21033333333333334,,1,,,46.75572509345553,-37.5448529974124
2,62,137,169,65,6,8,12,16,10,0.0,training,0.3975,,0,,,-31.03704591971613,-39.27277374224624
3,68,123,123,75,4,9,10,15,12,0.0,training,0.4538333333333333,,0,,,-35.48648735169854,14.147659812906596
3,47,175,168,81,4,8,6,16,11,1.0,training,0.4111666666666667,,1,,,9.848936964668853,-44.099307209003555
2,62,172,132,65,4,7,13,14,10,0.0,training,0.5013333333333333,,0,,,19.08797830099242,-7.177440739021394
2,50,219,152,110,6,7,5,8,13,1.0,training,0.23683333333333334,,1,,,63.23926862509573,-38.022255086076875
3,44,189,115,88,6,7,7,7,12,1.0,training,0.338,,1,,,39.24516880256434,7.304514348063602
2,58,156,154,87,4,7,13,17,10,0.0,training,0.528,,0,,,-4.782504813828407,-24.81351773985152
2,45,227,151,76,6,7,4,10,10,1.0,training,0.36816666666666664,,1,,,68.45940389258867,-35.91770258635597
2,59,176,116,76,6,8,14,17,12,0.0,training,0.4098333333333333,,0,,,23.81905333965114,9.742657608964665
2,66,157,103,62,4,8,19,17,12,0.0,training,0.37116666666666664,,0,,,9.481207036516746,37.684841378189645
3,53,153,131,66,5,8,15,18,11,0.0,training,0.36966666666666664,,0,,,-4.913190191763153,-1.7188232903479947
3,54,190,109,105,4,8,14,19,10,0.0,training,0.4891666666666667,,0,,,43.72859615377068,14.266030867989615
2,53,153,117,84,6,8,14,14,10,0.0,training,0.5055,,0,,,-0.3651654695125498,12.40893102685452
2,46,127,167,77,4,7,15,16,13,0.0,training,0.38383333333333336,,0,,,-38.74532365177024,-31.807638468597293
3,55,151,111,84,4,9,14,16,13,0.0,training,0.45566666666666666,,0,,,-1.0215164928321687,18.806990116761106
2,55,176,135,67,5,8,16,18,12,0.0,training,0.386,,0,,,20.7499894168099,-10.246387368545788
3,66,181,117,75,6,9,14,18,12,0.0,training,0.3785,,0,,,30.480737675915492,8.345527744909699
3,63,191,144,102,6,7,4,13,11,1.0,training,0.315,,1,,,35.969915347166854,-25.40642155930403
2,59,146,142,93,4,7,11,14,11,0.0,training,0.4638333333333333,,1,,,-11.926282413784525,-12.546284702890445
2,63,111,148,93,5,9,16,17,12,0.0,training,0.401,,0,,,-50.56161844823907,-11.330856882177692
2,60,203,157,100,6,8,4,10,13,1.0,training,0.311,,1,,,43.816477749813764,-39.42180673076611
2,62,152,121,79,6,8,13,17,10,0.0,training,0.501,,0,,,-1.8310782482350396,9.216390544623435
3,37,162,110,83,4,8,17,17,10,0.0,training,0.49116666666666664,,0,,,11.486464145614608,23.393061174444046
2,43,169,139,81,4,9,17,16,12,0.0,training,0.4865,,0,,,10.560897112708227,-12.889123910265106
3,39,133,128,80,6,9,17,15,11,0.0,training,0.37316666666666665,,0,,,-26.189411105148363,6.653203118936124
2,56,153,161,79,4,8,17,15,11,0.0,training,0.4795,,0,,,-10.675611771821286,-31.179113041306014
3,46,198,159,81,6,9,6,12,12,1.0,training,0.36766666666666664,,1,,,36.45051522692037,-39.2410446219034
2,35,151,157,96,5,8,13,16,10,0.0,training,0.4146666666666667,,0,,,-14.267156660975013,-32.21608432482892
2,62,150,114,89,6,7,4,9,11,1.0,training,0.3546666666666667,,1,,,-0.12375546520377517,17.762592227429234
2,64,235,107,85,5,9,3,10,13,1.0,training,0.29483333333333334,,1,,,84.68916360474651,4.46291935745241
3,47,146,107,70,4,9,5,7,13,1.0,training,0.3805,,1,,,-3.886354885266428,31.961980089972258
2,33,204,113,84,4,9,12,18,12,0.0,training,0.416,,0,,,55.41013431845716,10.937357104061363
3,50,150,141,101,5,7,4,10,11,1.0,training,0.32233333333333336,,1,,,-8.236945822012924,-16.85760237905785
2,67,166,149,74,5,8,11,21,13,0.0,training,0.36483333333333334,,0,,,5.780839551461368,-24.86791473345747
2,64,129,115,100,6,8,9,15,10,0.0,training,0.4771666666666667,,0,,,-27.314637562660433,23.15815681902066
2,61,145,118,104,5,8,14,13,10,0.0,training,0.4625,,0,,,-7.952055813382281,16.844354608359644
3,69,156,123,87,4,9,17,16,11,0.0,training,0.4613333333333333,,0,,,3.116099668609322,5.8584578037019375
2,62,186,160,61,6,7,4,11,11,1.0,training,0.266,,1,,,23.521770098118026,-45.143433187806025
2,68,145,115,64,4,9,13,13,12,0.0,training,0.42433333333333334,,0,,,-6.909713150653674,27.59242474372035
2,33,156,113,86,4,7,16,15,13,0.0,training,0.36783333333333335,,0,,,5.446269929790148,24.125616562729284
3,56,136,103,87,6,9,16,18,10,0.0,training,0.43983333333333335,,0,,,-14.732434750406103,31.40011869568323
2,35,164,153,106,4,7,4,13,10,1.0,training,0.36816666666666664,,1,,,1.7761199043665816,-37.60508816008831
2,63,188,120,95,6,8,3,10,12,1.0,training,0.37833333333333335,,1,,,38.503586120199905,0.09587871762900901
2,53,161,168,95,5,8,12,17,11,0.0,training,0.3805,,1,,,-3.227975783223953,-41.16526349708899
2,68,132,100,67,4,7,11,13,10,0.0,training,0.422,,0,,,-17.688595747942646,42.8188183301946
2,62,114,117,81,4,8,12,18,13,0.0,training,0.45666666666666667,,0,,,-40.79809378635646,21.90930161717752
3,58,151,128,101,6,8,15,16,11,0.0,training,0.4025,,0,,,-4.202409308658264,-0.8949827901885181
3,58,132,109,104,6,9,16,15,10,0.0,training,0.43533333333333335,,0,,,-21.144047371132167,31.896049965607332
3,40,159,137,89,5,8,13,16,10,0.0,training,0.4688333333333333,,0,,,1.0079662469080113,-10.170950676922532
2,63,202,131,100,6,7,6,9,12,1.0,training,0.326,,1,,,49.48481128249999,-13.811332044324521
2,70,154,112,105,4,7,19,20,10,0.0,training,0.3968333333333333,,0,,,8.957676398168207,30.317548481322138
2,35,132,107,96,6,9,18,17,13,0.0,training,0.32,,0,,,-21.078107804682396,35.9015585434071
2,67,171,113,109,6,9,12,15,11,0.0,training,0.37033333333333335,,0,,,29.938219127022116,17.76821316897365
3,61,203,121,103,4,8,14,13,11,0.0,training,0.45116666666666666,,1,,,52.88720609443033,-2.9244029194954964
2,43,141,120,108,4,8,15,15,10,0.0,training,0.5041666666666667,,0,,,-17.722487158823306,19.175649259159446
2,38,192,159,110,6,7,5,9,12,1.0,training,0.229,,1,,,32.66464740775347,-46.84644263225236
2,50,171,111,82,6,8,13,13,13,0.0,training,0.4038333333333333,,0,,,19.301049310562522,15.251697775193135
2,64,128,112,103,5,8,15,19,13,0.0,training,0.3441666666666667,,0,,,-27.768700461298348,29.037396807007703
2,44,150,151,93,4,8,14,18,11,0.0,training,0.4855,,0,,,-11.64072717887273,-22.323624910610505
2,65,173,132,90,5,8,16,13,12,0.0,training,0.41333333333333333,,0,,,18.336836464564456,-7.9097347284346045
2,40,159,162,71,5,7,4,10,11,0.0,training,0.2633333333333333,,1,,,-7.263370005210656,-39.029104061667624
3,57,162,114,73,6,8,18,14,11,0.0,training,0.378,,0,,,9.80773049815784,16.033391982642055
2,44,190,101,102,5,9,3,12,12,1.0,training,0.31183333333333335,,1,,,45.827155498152166,23.446334069432428
2,40,156,154,66,6,9,18,16,11,0.0,training,0.34983333333333333,,0,,,-11.247090737814174,-30.350212790897817
2,45,125,138,64,6,9,19,17,10,0.0,training,0.4241666666666667,,0,,,-40.112152657821085,-3.4367815525327905
2,50,164,144,107,6,7,4,15,11,1.0,training,0.3313333333333333,,1,,,7.8499480422074726,-24.23306679481629
3,67,127,126,73,4,9,13,16,13,0.0,training,0.44316666666666665,,0,,,-32.17252492212831,9.62807174227467
2,68,161,161,79,6,7,5,13,11,1.0,training,0.31883333333333336,,1,,,-1.3411064847016292,-36.39269858946892
2,46,126,148,64,4,7,10,16,10,0.0,training,0.476,,0,,,-39.8362036350456,-14.722531725171326
3,58,222,135,97,6,8,3,14,12,1.0,training,0.3526666666666667,,1,,,66.35925952050424,-20.713069090597347
2,52,208,168,82,6,7,2,9,11,0.0,training,0.25183333333333335,,1,,,44.23649438524169,-50.73673876983145
2,33,118,130,93,4,9,10,20,13,0.0,training,0.4033333333333333,,0,,,-45.440111911466815,5.445034361494138
2,61,196,169,98,6,9,3,14,12,0.0,training,0.28783333333333333,,1,,,33.147213329414576,-50.39482503083837
3,64,169,117,87,4,9,14,14,11,0.0,training,0.48233333333333334,,0,,,17.30357355254911,8.76283079579678
3,52,136,119,93,6,8,16,19,10,0.0,training,0.4575,,0,,,-18.57346364410768,14.628781708174941
3,32,159,146,82,4,8,17,19,10,0.0,training,0.4638333333333333,,0,,,-4.663628825452337,-23.05845204493077
2,68,165,140,96,4,7,4,11,10,1.0,training,0.45816666666666667,,1,,,10.752769522045899,-18.17878194321331
2,55,236,165,97,5,7,6,13,10,1.0,training,0.311,,1,,,72.94998649012355,-52.54253253557721
2,44,211,165,102,6,7,4,11,12,1.0,training,0.25083333333333335,,1,,,49.45840304595851,-50.25806728699207
2,46,182,108,81,4,9,16,19,13,0.0,training,0.44616666666666666,,0,,,31.436064782517626,18.10581702547504
3,68,133,119,68,4,9,15,17,10,0.0,training,0.4975,,0,,,-25.17052756748961,19.889943415576656
3,48,165,130,102,5,9,17,17,11,0.0,training,0.393,,0,,,11.59251283678643,-5.605220372505844
2,55,155,144,80,4,9,14,16,12,0.0,training,0.502,,0,,,-4.123033916869715,-14.143992378089221
2,38,193,144,63,6,8,4,8,13,1.0,training,0.2648333333333333,,1,,,41.73192842300358,-24.852984992060573
3,54,162,162,62,5,8,13,19,10,0.0,training,0.39366666666666666,,0,,,-5.858835236915192,-39.75834183003605
2,62,169,151,80,5,7,3,8,12,1.0,training,0.31033333333333335,,1,,,10.281020656540354,-26.961062664004782
2,58,200,124,108,6,7,4,9,13,1.0,training,0.286,,1,,,52.14770747855045,-6.421252454818378
3,58,133,100,62,6,9,19,13,13,0.0,training,0.2976666666666667,,0,,,-17.651510233147512,42.890916146410866
2,67,193,141,100,6,7,3,6,10,1.0,training,0.32416666666666666,,1,,,39.91283208137552,-23.379354125715057
3,42,146,152,98,4,9,17,17,10,0.0,training,0.5123333333333333,,0,,,-17.311982505070674,-24.435965384402316
2,41,177,127,83,4,9,15,16,10,0.0,training,0.5531666666666667,,0,,,22.914542914984256,-1.7329136212391087
3,40,152,155,80,6,9,12,18,10,0.0,training,0.46116666666666667,,0,,,-11.782247409576836,-26.70366790790744
3,30,206,108,95,5,9,3,9,12,1.0,training,0.208,,1,,,61.304514601777356,15.065221900937358
2,66,173,107,86,5,8,21,19,11,0.0,training,0.3345,,0,,,24.564718576165994,21.11986226861297
2,53,156,112,108,4,9,19,12,10,0.0,training,0.4875,,0,,,9.931390285446899,26.491884590892642
3,38,144,128,73,5,8,11,15,13,0.0,training,0.3595,,0,,,-15.363646306736081,3.823062756714589
2,42,190,143,83,6,7,5,9,10,1.0,training,0.434,,1,,,33.22960832809473,-22.091509089785177
2,56,184,145,73,4,8,4,10,10,1.0,training,0.5246666666666666,,1,,,26.609592987640728,-23.002003113745047
2,43,149,112,70,5,7,11,16,10,0.0,training,0.4085,,0,,,-3.3254749278663644,24.463658683292632
2,68,160,113,110,6,8,15,16,10,1.0,training,0.4066666666666667,,0,,,18.89729001961155,27.01661102328905
3,68,204,135,61,6,8,5,6,12,1.0,training,0.2485,,1,,,55.738320512968826,-15.11238992108078
3,56,130,125,96,4,8,14,21,12,0.0,training,0.45016666666666666,,0,,,-27.108112899105233,8.9555529663309
2,56,161,136,60,6,8,14,16,10,0.0,training,0.455,,0,,,2.834869718932289,-12.746323633121312
3,52,205,156,80,6,9,3,9,12,1.0,training,0.3273333333333333,,1,,,44.61010001666492,-37.484955702888136
3,49,177,138,67,4,8,10,16,11,0.0,training,0.4673333333333333,,0,,,21.199311402657223,-14.156915829365461
2,43,182,124,105,4,9,13,19,13,0.0,training,0.4483333333333333,,0,,,34.15706001734829,-0.3392070000664372
2,49,169,105,92,6,9,15,16,10,0.0,training,0.47483333333333333,,0,,,19.768231145467304,22.3719818184403
2,46,152,126,63,5,9,13,16,10,0.0,training,0.45666666666666667,,0,,,-4.71227167879475,6.610481935735667
2,64,203,166,103,4,9,6,11,12,1.0,training,0.3458333333333333,,1,,,41.41321441714952,-49.88554578765798
2,40,174,111,79,6,8,18,15,11,0.0,training,0.368,,0,,,23.816993898675694,18.772977758871914
3,46,109,100,106,4,7,17,21,13,0.0,training,0.28733333333333333,,0,,,-43.022583033970626,45.287877257834054
2,69,175,129,71,6,8,4,5,12,1.0,training,0.31383333333333335,,1,,,26.351637811118664,-6.027145138657113
2,63,196,161,97,5,7,5,10,13,1.0,training,0.2693333333333333,,1,,,35.61083378591526,-42.02147799483533
3,68,190,153,90,5,7,5,12,12,1.0,training,0.299,,1,,,31.53831458411885,-32.7633974736256
3,66,131,150,89,4,7,13,18,13,0.0,training,0.391,,0,,,-30.448240613268165,-18.157063870574007
2,66,201,100,91,5,7,4,10,10,1.0,training,0.3428333333333333,,1,,,54.84120850686754,19.184827789598177
2,55,132,127,97,5,8,18,20,10,0.0,training,0.45,,0,,,-25.90745748946634,6.231452989009662
2,44,124,141,87,4,9,15,18,10,0.0,training,0.5495,,0,,,-36.111955247686424,-5.79539603395366
2,55,134,123,77,4,8,15,18,10,0.0,training,0.5431666666666667,,0,,,-21.146485292688464,11.542430753219312
2,68,161,101,106,4,8,16,20,10,0.0,training,0.43633333333333335,,0,,,18.282467007128584,36.57094672760905
3,45,174,101,61,4,8,15,19,10,0.0,training,0.44783333333333336,,0,,,26.34995180405758,35.32170696420665
3,64,209,120,103,5,8,4,12,12,1.0,training,0.31733333333333336,,1,,,59.74200320564809,-4.1913699532907245
3,61,162,104,106,6,9,12,18,11,1.0,training,0.344,,0,,,18.1205334494743,30.83069588682561
3,60,153,160,98,4,7,14,18,10,0.0,training,0.4683333333333333,,0,,,-9.30271255439145,-33.08935237386711
3,35,141,129,91,4,9,9,18,12,0.0,training,0.44766666666666666,,0,,,-19.547145856978403,0.7147512762341948
3,54,135,142,101,6,7,4,11,12,1.0,training,0.3373333333333333,,1,,,-26.116646836322712,-14.410681569843451
3,40,142,170,63,6,9,18,16,13,0.0,training,0.24383333333333335,,0,,,-29.468605323901347,-42.43149477783811
3,53,167,122,86,4,9,15,15,12,0.0,training,0.4835,,0,,,12.410166781703895,4.5101369443571455
2,54,123,106,97,6,9,12,16,10,0.0,training,0.47383333333333333,,0,,,-29.279433840635296,32.78009743901838
3,36,184,139,60,6,8,15,16,13,0.0,training,0.2965,,0,,,34.944353103484076,-17.004998804685147
2,42,157,168,94,5,9,5,13,12,1.0,training,0.32066666666666666,,1,,,-7.828415617628974,-42.62022894334899
3,35,197,134,82,6,9,14,20,10,0.0,training,0.437,,0,,,44.511446073210664,-11.36503286559363
2,51,120,120,102,6,7,18,15,10,0.0,training,0.41333333333333333,,0,,,-38.636730993790806,17.624663416497704
2,62,167,116,89,4,9,14,17,11,0.0,training,0.49083333333333334,,0,,,15.143734940978787,10.164298878221347
3,65,134,123,63,4,9,15,14,11,0.0,training,0.43633333333333335,,0,,,-27.41391710592557,14.668803142322513
2,64,184,134,74,4,7,5,9,12,1.0,training,0.4135,,1,,,30.236586906407872,-12.222689851641038
3,70,194,164,83,6,9,5,9,10,1.0,training,0.33266666666666667,,1,,,32.54963130144975,-45.359314384767906
3,52,128,108,108,4,8,15,16,12,0.0,training,0.4048333333333333,,0,,,-25.603799952340317,35.815042626591776
2,32,145,138,88,4,9,15,17,11,1.0,training,0.43233333333333335,,0,,,-18.16733706677488,-11.268112261337725
2,54,133,101,105,4,7,17,14,10,0.0,training,0.44183333333333336,,0,,,-16.47621847321772,40.974052931400564
3,68,153,126,64,6,9,13,16,10,0.0,training,0.43533333333333335,,0,,,-1.6002765994779111,4.986883853968881
3,57,127,164,95,6,9,17,16,11,0.0,training,0.3645,,0,,,-36.96773755589306,-30.434481719121063
3,47,126,130,71,5,9,13,17,12,0.0,training,0.3795,,0,,,-33.32424131124964,5.943479720587325
2,50,157,129,76,4,8,15,15,10,0.0,training,0.5591666666666667,,0,,,0.5529207694631971,0.4930448245244158
3,67,220,150,108,5,8,5,10,11,1.0,training,0.24966666666666668,,1,,,64.66948232155167,-36.46398210468362
3,52,165,118,89,4,8,15,16,11,0.0,training,0.4728333333333333,,0,,,11.614382277766685,8.762817835194488
3,60,172,152,100,4,9,7,9,10,1.0,training,0.48183333333333334,,1,,,14.224263060222015,-29.82847197481805
3,43,198,169,110,6,7,5,8,12,1.0,training,0.19516666666666665,,1,,,34.62434609468707,-56.49900237023791
2,70,164,110,98,6,7,3,10,11,1.0,training,0.29483333333333334,,1,,,21.631647287046615,22.329924375827485
3,68,166,103,84,4,9,12,16,12,0.0,training,0.43466666666666665,,0,,,18.73481581998806,26.274757850530797
2,30,197,155,110,6,8,3,14,12,1.0,training,0.21333333333333335,,1,,,41.42851586836665,-45.052178500338975
3,41,217,163,71,4,7,5,11,10,1.0,training,0.3435,,1,,,55.671715738650654,-48.981725715668574
3,44,164,116,62,5,7,17,19,10,0.0,training,0.34983333333333333,,0,,,14.676327952490595,23.182659078477723
3,66,157,114,61,6,7,5,9,13,0.0,training,0.248,,1,,,11.042829156238103,29.679896935179876
2,67,194,151,62,6,9,6,9,12,1.0,training,0.3125,,1,,,38.70938046000105,-34.12845949773563
2,47,156,123,65,6,9,13,16,11,0.0,training,0.406,,0,,,2.077532597656189,10.490689844999949
3,46,168,120,105,4,9,17,18,10,0.0,training,0.5118333333333334,,0,,,20.784758240112573,8.25346453534186
2,48,135,114,105,6,9,17,12,11,0.0,training,0.39,,0,,,-20.550770476615373,26.28951641490226
2,54,184,115,105,6,9,5,9,13,1.0,training,0.357,,1,,,38.61174952117769,7.475084720232651
3,38,148,105,81,6,7,15,15,10,0.0,training,0.3705,,0,,,-2.7803380910922053,31.12756417029191
3,66,139,103,108,6,8,16,21,12,0.0,training,0.2743333333333333,,0,,,-8.300350343272955,42.86775620533138
2,55,135,106,86,5,7,14,17,12,0.0,training,0.3233333333333333,,0,,,-16.346227438317175,27.986826749760194
3,53,162,123,66,4,8,13,16,10,0.0,training,0.5271666666666667,,0,,,8.950073150493187,7.7159417991271235
2,69,138,114,89,4,8,14,15,10,0.0,training,0.5256666666666666,,0,,,-15.36600950964149,21.504343688812682
2,42,130,120,65,4,7,11,16,10,0.0,training,0.4721666666666667,,0,,,-29.576302359724515,20.27012404300124
2,70,225,155,105,5,8,4,12,11,1.0,training,0.25666666666666665,,1,,,67.79627180776774,-42.219465251729474
3,38,149,124,85,4,7,13,16,10,0.0,training,0.48333333333333334,,0,,,-6.910546491188318,7.538343321324805
3,39,112,154,62,6,8,10,17,13,0.0,training,0.2848333333333333,,0,,,-56.139173762469085,-17.44476441142931
3,67,170,161,103,6,8,3,13,11,0.0,training,0.2806666666666667,,1,,,9.992560523277213,-41.59125670844262
2,64,187,119,72,5,7,7,11,12,1.0,training,0.3353333333333333,,1,,,37.04251721190011,4.472425298055825
3,68,188,133,75,5,8,19,20,10,0.0,training,0.4141666666666667,,0,,,34.688006395029916,-10.21425471009743
2,65,205,155,90,5,9,4,14,10,1.0,training,0.41483333333333333,,1,,,45.350531760842266,-36.858347862539176
2,63,135,126,91,4,7,13,20,11,0.0,training,0.4435,,0,,,-21.294902632251922,6.770617191375278
3,70,148,124,85,4,7,14,18,10,0.0,training,0.47383333333333333,,0,,,-6.488506200505068,6.457080176102618
2,55,133,134,72,4,8,20,18,12,0.0,training,0.44033333333333335,,0,,,-26.749958850532973,-0.00046633883190344463
3,65,134,103,79,6,8,13,15,11,0.0,training,0.36616666666666664,,0,,,-16.529636398879077,34.04535962997096
3,69,126,104,75,6,8,15,17,10,0.0,training,0.39916666666666667,,0,,,-25.554756902036,37.09222920819465
2,56,152,137,65,4,9,13,17,10,0.0,training,0.5426666666666666,,0,,,-7.950812537348325,-9.43422876021509
2,48,135,129,73,5,8,15,18,10,0.0,training,0.4671666666666667,,0,,,-22.990893645990923,5.388484846157622
3,67,178,170,103,6,8,5,16,10,1.0,training,0.31783333333333336,,1,,,14.93501838196121,-51.045051480593706
2,48,113,104,73,5,8,17,17,11,0.0,training,0.3445,,0,,,-38.85304712525395,36.898159056003756
3,30,127,119,109,4,8,13,19,10,0.0,training,0.37966666666666665,,0,,,-38.523537021369485,28.356084685029987
2,33,165,107,78,4,9,11,18,11,0.0,training,0.4186666666666667,,0,,,16.49687291620804,29.439637162663555
3,61,173,122,88,6,8,14,19,11,0.0,training,0.4055,,0,,,19.517457170067097,2.723632539600535
3,57,147,120,102,6,9,15,17,10,0.0,training,0.4678333333333333,,0,,,-6.681277487237498,11.761007601614788
2,32,153,127,70,4,9,11,19,11,0.0,training,0.4098333333333333,,0,,,-5.658320828442487,1.676973956543587
3,61,200,150,94,6,8,5,14,10,1.0,training,0.44516666666666665,,1,,,41.33288602328722,-30.96357251747929
2,38,144,112,74,6,9,13,17,10,0.0,training,0.4503333333333333,,0,,,-9.42986260757832,26.025601128215943
2,63,123,147,92,4,7,16,16,12,0.0,training,0.4345,,0,,,-38.0712825673203,-13.030489324869794
2,65,133,142,86,4,8,17,17,13,0.0,training,0.4643333333333333,,0,,,-26.852764380338176,-9.672303814305904
2,62,154,120,88,6,9,14,17,11,0.0,training,0.43866666666666665,,0,,,0.7603194436271757,9.060563461057292
2,58,153,127,86,5,9,13,13,11,1.0,training,0.43233333333333335,,0,,,-1.9189962498540927,2.27492175010465
