f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,label,subset,r,r_diff,closest_centroid,x_pca,y_pca,x_mds,y_mds
2,55,176,135,67,5,8,16,18,12,0.0,training,0.386,,0,,,-88.63394,19.903122
3,66,181,117,75,6,9,14,18,12,0.0,training,0.3785,,0,,,72.00808,12.165314
3,63,191,144,102,6,7,4,13,11,1.0,training,0.315,,1,,,-5.9626303,-14.523339
2,59,146,142,93,4,7,11,14,11,0.0,training,0.4638333333333333,,1,,,-40.217922,46.177776
2,63,111,148,93,5,9,16,17,12,0.0,training,0.401,,0,,,41.43762,40.74743
2,60,203,157,100,6,8,4,10,13,1.0,training,0.311,,1,,,69.43392,-1.4579469
2,62,152,121,79,6,8,13,17,10,0.0,training,0.501,,0,,,19.277342,-82.028755
3,37,162,110,83,4,8,17,17,10,0.0,training,0.49116666666666664,,0,,,-38.648624,19.370352
2,43,169,139,81,4,9,17,16,12,0.0,training,0.4865,,0,,,-23.329674,53.70503
3,39,133,128,80,6,9,17,15,11,0.0,training,0.37316666666666665,,0,,,-16.110533,81.82706
2,56,153,161,79,4,8,17,15,11,0.0,training,0.4795,,0,,,0.8510381,-30.60381
3,46,198,159,81,6,9,6,12,12,1.0,training,0.36766666666666664,,1,,,68.08852,9.789415
2,35,151,157,96,5,8,13,16,10,0.0,training,0.4146666666666667,,0,,,-36.107388,-44.793106
2,62,150,114,89,6,7,4,9,11,1.0,training,0.3546666666666667,,1,,,-82.92394,-21.690454
2,64,235,107,85,5,9,3,10,13,1.0,training,0.29483333333333334,,1,,,30.567616,-55.810932
3,47,146,107,70,4,9,5,7,13,1.0,training,0.3805,,1,,,-4.5461216,-52.804474
2,33,204,113,84,4,9,12,18,12,0.0,training,0.416,,0,,,-25.188873,53.934273
3,50,150,141,101,5,7,4,10,11,1.0,training,0.32233333333333336,,1,,,-9.173321,42.933674
2,67,166,149,74,5,8,11,21,13,0.0,training,0.36483333333333334,,0,,,56.97557,22.283556
2,64,129,115,100,6,8,9,15,10,0.0,training,0.4771666666666667,,0,,,21.947708,-82.733665
2,61,145,118,104,5,8,14,13,10,0.0,training,0.4625,,0,,,-33.48145,-49.346153
3,69,156,123,87,4,9,17,16,11,0.0,training,0.4613333333333333,,0,,,-2.4044738,92.94105
2,62,186,160,61,6,7,4,11,11,1.0,training,0.266,,1,,,-85.75719,-21.503328
2,68,145,115,64,4,9,13,13,12,0.0,training,0.42433333333333334,,0,,,-20.484255,58.119728
2,33,156,113,86,4,7,16,15,13,0.0,training,0.36783333333333335,,0,,,-52.54135,-32.631577
3,56,136,103,87,6,9,16,18,10,0.0,training,0.43983333333333335,,0,,,-25.594643,-79.56167
2,35,164,153,106,4,7,4,13,10,1.0,training,0.36816666666666664,,1,,,4.561429,51.681324
2,63,188,120,95,6,8,3,10,12,1.0,training,0.37833333333333335,,1,,,34.32118,76.86096
2,53,161,168,95,5,8,12,17,11,0.0,training,0.3805,,1,,,-37.651108,-21.93387
2,68,132,100,67,4,7,11,13,10,0.0,training,0.422,,0,,,13.724648,50.725357
2,62,114,117,81,4,8,12,18,13,0.0,training,0.45666666666666667,,0,,,-68.3312,-41.72159
3,58,151,128,101,6,8,15,16,11,0.0,training,0.4025,,0,,,22.283747,-43.0703
3,58,132,109,104,6,9,16,15,10,0.0,training,0.43533333333333335,,0,,,-26.776829,-77.04962
3,40,159,137,89,5,8,13,16,10,0.0,training,0.4688333333333333,,0,,,45.716953,58.867947
2,63,202,131,100,6,7,6,9,12,1.0,training,0.326,,1,,,65.65743,39.485718
2,70,154,112,105,4,7,19,20,10,0.0,training,0.3968333333333333,,0,,,10.687744,47.146805
2,35,132,107,96,6,9,18,17,13,0.0,training,0.32,,0,,,-77.67461,37.230732
2,67,171,113,109,6,9,12,15,11,0.0,training,0.37033333333333335,,0,,,40.23605,-71.03512
3,61,203,121,103,4,8,14,13,11,0.0,training,0.45116666666666666,,1,,,-46.44397,-66.32661
2,43,141,120,108,4,8,15,15,10,0.0,training,0.5041666666666667,,0,,,-12.623568,11.99121
2,38,192,159,110,6,7,5,9,12,1.0,training,0.229,,1,,,66.80532,37.242405
2,50,171,111,82,6,8,13,13,13,0.0,training,0.4038333333333333,,0,,,73.20691,-2.966421
2,64,128,112,103,5,8,15,19,13,0.0,training,0.3441666666666667,,0,,,55.095463,23.571196
2,44,150,151,93,4,8,14,18,11,0.0,training,0.4855,,0,,,4.910937,-38.644726
2,65,173,132,90,5,8,16,13,12,0.0,training,0.41333333333333333,,0,,,-86.60779,21.056316
2,40,159,162,71,5,7,4,10,11,0.0,training,0.2633333333333333,,1,,,-30.918396,38.149483
3,57,162,114,73,6,8,18,14,11,0.0,training,0.378,,0,,,24.333776,-42.849186
2,44,190,101,102,5,9,3,12,12,1.0,training,0.31183333333333335,,1,,,43.13425,38.55835
2,40,156,154,66,6,9,18,16,11,0.0,training,0.34983333333333333,,0,,,36.328434,-69.71906
2,45,125,138,64,6,9,19,17,10,0.0,training,0.4241666666666667,,0,,,11.4212675,-14.58606
2,50,164,144,107,6,7,4,15,11,1.0,training,0.3313333333333333,,1,,,-83.7041,-18.968052
3,67,127,126,73,4,9,13,16,13,0.0,training,0.44316666666666665,,0,,,-5.012317,-49.312336
2,68,161,161,79,6,7,5,13,11,1.0,training,0.31883333333333336,,1,,,-85.53577,-20.74331
2,46,126,148,64,4,7,10,16,10,0.0,training,0.476,,0,,,9.798012,53.519108
3,58,222,135,97,6,8,3,14,12,1.0,training,0.3526666666666667,,1,,,38.85878,-21.429125
2,52,208,168,82,6,7,2,9,11,0.0,training,0.25183333333333335,,1,,,-85.69075,-21.088667
2,33,118,130,93,4,9,10,20,13,0.0,training,0.4033333333333333,,0,,,-4.81068,-81.794525
2,61,196,169,98,6,9,3,14,12,0.0,training,0.28783333333333333,,1,,,78.15631,25.587145
3,64,169,117,87,4,9,14,14,11,0.0,training,0.48233333333333334,,0,,,-3.0751739,93.279594
3,52,136,119,93,6,8,16,19,10,0.0,training,0.4575,,0,,,11.649927,72.64698
3,32,159,146,82,4,8,17,19,10,0.0,training,0.4638333333333333,,0,,,-38.125603,15.387324
2,68,165,140,96,4,7,4,11,10,1.0,training,0.45816666666666667,,1,,,3.479333,51.718567
2,55,236,165,97,5,7,6,13,10,1.0,training,0.311,,1,,,-53.348873,31.355145
2,44,211,165,102,6,7,4,11,12,1.0,training,0.25083333333333335,,1,,,67.08969,37.494427
2,46,182,108,81,4,9,16,19,13,0.0,training,0.44616666666666666,,0,,,-2.8344483,-84.32923
3,68,133,119,68,4,9,15,17,10,0.0,training,0.4975,,0,,,-30.697552,-1.3444505
3,48,165,130,102,5,9,17,17,11,0.0,training,0.393,,0,,,38.904083,-38.741848
2,55,155,144,80,4,9,14,16,12,0.0,training,0.502,,0,,,-21.567291,52.81307
2,38,193,144,63,6,8,4,8,13,1.0,training,0.2648333333333333,,1,,,69.50099,-3.5596535
3,54,162,162,62,5,8,13,19,10,0.0,training,0.39366666666666666,,0,,,49.382523,58.185013
2,62,169,151,80,5,7,3,8,12,1.0,training,0.31033333333333335,,1,,,0.26476866,33.473167
2,58,200,124,108,6,7,4,9,13,1.0,training,0.286,,1,,,-16.868668,29.670176
3,58,133,100,62,6,9,19,13,13,0.0,training,0.2976666666666667,,0,,,27.953943,-13.7891035
2,67,193,141,100,6,7,3,6,10,1.0,training,0.32416666666666666,,1,,,86.80727,-11.637446
3,42,146,152,98,4,9,17,17,10,0.0,training,0.5123333333333333,,0,,,-31.648352,-10.158421
2,41,177,127,83,4,9,15,16,10,0.0,training,0.5531666666666667,,0,,,-63.14169,-6.736892
3,40,152,155,80,6,9,12,18,10,0.0,training,0.46116666666666667,,0,,,-24.625902,-86.11612
3,30,206,108,95,5,9,3,9,12,1.0,training,0.208,,1,,,95.2918,6.2094407
2,66,173,107,86,5,8,21,19,11,0.0,training,0.3345,,0,,,-36.848064,-24.84548
2,53,156,112,108,4,9,19,12,10,0.0,training,0.4875,,0,,,-60.117157,-10.33886
3,38,144,128,73,5,8,11,15,13,0.0,training,0.3595,,0,,,14.0835,5.591108
2,42,190,143,83,6,7,5,9,10,1.0,training,0.434,,1,,,89.37423,-11.84696
2,56,184,145,73,4,8,4,10,10,1.0,training,0.5246666666666666,,1,,,-10.564286,2.8665426
2,43,149,112,70,5,7,11,16,10,0.0,training,0.4085,,0,,,-59.026867,29.106752
2,68,160,113,110,6,8,15,16,10,1.0,training,0.4066666666666667,,0,,,22.02833,-81.998505
3,68,204,135,61,6,8,5,6,12,1.0,training,0.2485,,1,,,40.52073,-20.800415
3,56,130,125,96,4,8,14,21,12,0.0,training,0.45016666666666666,,0,,,23.650238,-26.865969
2,56,161,136,60,6,8,14,16,10,0.0,training,0.455,,0,,,17.36696,-83.51883
3,52,205,156,80,6,9,3,9,12,1.0,training,0.3273333333333333,,1,,,67.98697,9.758744
3,49,177,138,67,4,8,10,16,11,0.0,training,0.4673333333333333,,0,,,-51.727512,-63.980656
2,43,182,124,105,4,9,13,19,13,0.0,training,0.4483333333333333,,0,,,-3.9812436,-78.16057
2,49,169,105,92,6,9,15,16,10,0.0,training,0.47483333333333333,,0,,,7.263693,-11.642504
2,46,152,126,63,5,9,13,16,10,0.0,training,0.45666666666666667,,0,,,61.20593,-33.103893
2,64,203,166,103,4,9,6,11,12,1.0,training,0.3458333333333333,,1,,,-18.119928,51.1886
2,40,174,111,79,6,8,18,15,11,0.0,training,0.368,,0,,,79.283035,-34.524937
3,46,109,100,106,4,7,17,21,13,0.0,training,0.28733333333333333,,0,,,-56.98373,13.74911
2,69,175,129,71,6,8,4,5,12,1.0,training,0.31383333333333335,,1,,,33.43841,78.82517
2,63,196,161,97,5,7,5,10,13,1.0,training,0.2693333333333333,,1,,,-7.553714,26.3844
3,68,190,153,90,5,7,5,12,12,1.0,training,0.299,,1,,,10.116192,32.60644
3,66,131,150,89,4,7,13,18,13,0.0,training,0.391,,0,,,-53.260757,14.8934145
2,66,201,100,91,5,7,4,10,10,1.0,training,0.3428333333333333,,1,,,-54.100155,33.766296
2,55,132,127,97,5,8,18,20,10,0.0,training,0.45,,0,,,-34.948547,-48.458717
2,44,124,141,87,4,9,15,18,10,0.0,training,0.5495,,0,,,-62.450912,-10.919302
2,55,134,123,77,4,8,15,18,10,0.0,training,0.5431666666666667,,0,,,-4.65964,4.375242
2,68,161,101,106,4,8,16,20,10,0.0,training,0.43633333333333335,,0,,,3.5079,5.387546
3,45,174,101,61,4,8,15,19,10,0.0,training,0.44783333333333336,,0,,,-35.401524,13.438347
3,64,209,120,103,5,8,4,12,12,1.0,training,0.31733333333333336,,1,,,-59.359493,49.52004
3,61,162,104,106,6,9,12,18,11,1.0,training,0.344,,0,,,-18.622967,80.9238
3,60,153,160,98,4,7,14,18,10,0.0,training,0.4683333333333333,,0,,,-37.92024,70.03648
3,35,141,129,91,4,9,9,18,12,0.0,training,0.44766666666666666,,0,,,52.29682,9.018089
3,54,135,142,101,6,7,4,11,12,1.0,training,0.3373333333333333,,1,,,27.566952,9.694582
3,40,142,170,63,6,9,18,16,13,0.0,training,0.24383333333333335,,0,,,26.280718,-12.775621
3,53,167,122,86,4,9,15,15,12,0.0,training,0.4835,,0,,,48.996452,9.529187
2,54,123,106,97,6,9,12,16,10,0.0,training,0.47383333333333333,,0,,,6.7107134,-10.702516
3,36,184,139,60,6,8,15,16,13,0.0,training,0.2965,,0,,,35.417507,-0.21787849
2,42,157,168,94,5,9,5,13,12,1.0,training,0.32066666666666666,,1,,,44.732887,38.370712
3,35,197,134,82,6,9,14,20,10,0.0,training,0.437,,0,,,-30.385078,-81.495094
2,51,120,120,102,6,7,18,15,10,0.0,training,0.41333333333333333,,0,,,91.95089,-6.2322383
2,62,167,116,89,4,9,14,17,11,0.0,training,0.49083333333333334,,0,,,-15.150298,-31.34962
3,65,134,123,63,4,9,15,14,11,0.0,training,0.43633333333333335,,0,,,-0.34341374,90.96697
2,64,184,134,74,4,7,5,9,12,1.0,training,0.4135,,1,,,27.161001,39.7668
3,70,194,164,83,6,9,5,9,10,1.0,training,0.33266666666666667,,1,,,-19.22999,-79.94662
3,52,128,108,108,4,8,15,16,12,0.0,training,0.4048333333333333,,0,,,24.667448,-26.136988
2,32,145,138,88,4,9,15,17,11,1.0,training,0.43233333333333335,,0,,,-20.494469,-28.214968
2,54,133,101,105,4,7,17,14,10,0.0,training,0.44183333333333336,,0,,,8.820938,47.63137
3,68,153,126,64,6,9,13,16,10,0.0,training,0.43533333333333335,,0,,,-22.619356,-81.82464
3,57,127,164,95,6,9,17,16,11,0.0,training,0.3645,,0,,,-19.01962,79.27973
3,47,126,130,71,5,9,13,17,12,0.0,training,0.3795,,0,,,96.35213,8.338678
2,50,157,129,76,4,8,15,15,10,0.0,training,0.5591666666666667,,0,,,-6.097319,5.060004
3,67,220,150,108,5,8,5,10,11,1.0,training,0.24966666666666668,,1,,,-73.5347,9.814079
3,52,165,118,89,4,8,15,16,11,0.0,training,0.4728333333333333,,0,,,-48.15079,-66.071106
3,60,172,152,100,4,9,7,9,10,1.0,training,0.48183333333333334,,1,,,-34.864025,-8.94919
3,43,198,169,110,6,7,5,8,12,1.0,training,0.19516666666666665,,1,,,26.376755,9.626573
2,70,164,110,98,6,7,3,10,11,1.0,training,0.29483333333333334,,1,,,-82.98617,-21.436333
3,68,166,103,84,4,9,12,16,12,0.0,training,0.43466666666666665,,0,,,47.474525,9.187515
2,30,197,155,110,6,8,3,14,12,1.0,training,0.21333333333333335,,1,,,31.828182,75.21381
3,41,217,163,71,4,7,5,11,10,1.0,training,0.3435,,1,,,-38.77579,75.77694
3,44,164,116,62,5,7,17,19,10,0.0,training,0.34983333333333333,,0,,,20.836485,22.273767
3,66,157,114,61,6,7,5,9,13,0.0,training,0.248,,1,,,21.674284,0.26446614
2,67,194,151,62,6,9,6,9,12,1.0,training,0.3125,,1,,,77.37023,27.274971
2,47,156,123,65,6,9,13,16,11,0.0,training,0.406,,0,,,36.872696,-68.23289
3,46,168,120,105,4,9,17,18,10,0.0,training,0.5118333333333334,,0,,,-20.21806,-8.2571945
2,48,135,114,105,6,9,17,12,11,0.0,training,0.39,,0,,,38.70823,-71.80167
2,54,184,115,105,6,9,5,9,13,1.0,training,0.357,,1,,,-73.57373,38.66839
3,38,148,105,81,6,7,15,15,10,0.0,training,0.3705,,0,,,12.240583,-64.24155
3,66,139,103,108,6,8,16,21,12,0.0,training,0.2743333333333333,,0,,,42.503963,-24.085583
2,55,135,106,86,5,7,14,17,12,0.0,training,0.3233333333333333,,0,,,0.15082586,36.78959
3,53,162,123,66,4,8,13,16,10,0.0,training,0.5271666666666667,,0,,,-33.160774,12.170456
2,69,138,114,89,4,8,14,15,10,0.0,training,0.5256666666666666,,0,,,0.95507383,4.2413464
2,42,130,120,65,4,7,11,16,10,0.0,training,0.4721666666666667,,0,,,8.910036,54.9122
2,70,225,155,105,5,8,4,12,11,1.0,training,0.25666666666666665,,1,,,-32.1705,-24.292446
3,38,149,124,85,4,7,13,16,10,0.0,training,0.48333333333333334,,0,,,-41.40586,70.970116
3,39,112,154,62,6,8,10,17,13,0.0,training,0.2848333333333333,,0,,,35.49419,0.008939747
3,67,170,161,103,6,8,3,13,11,0.0,training,0.2806666666666667,,1,,,18.497553,-44.276196
2,64,187,119,72,5,7,7,11,12,1.0,training,0.3353333333333333,,1,,,-0.1887083,34.743027
3,68,188,133,75,5,8,19,20,10,0.0,training,0.4141666666666667,,0,,,51.606888,57.183205
2,65,205,155,90,5,9,4,14,10,1.0,training,0.41483333333333333,,1,,,62.413784,-22.300295
2,63,135,126,91,4,7,13,20,11,0.0,training,0.4435,,0,,,-39.489624,45.75849
3,70,148,124,85,4,7,14,18,10,0.0,training,0.47383333333333333,,0,,,-36.017876,67.371475
2,55,133,134,72,4,8,20,18,12,0.0,training,0.44033333333333335,,0,,,38.953903,22.406273
3,65,134,103,79,6,8,13,15,11,0.0,training,0.36616666666666664,,0,,,23.859085,-43.287506
3,69,126,104,75,6,8,15,17,10,0.0,training,0.39916666666666667,,0,,,15.693644,73.402336
2,56,152,137,65,4,9,13,17,10,0.0,training,0.5426666666666666,,0,,,-55.746765,-2.922204
2,48,135,129,73,5,8,15,18,10,0.0,training,0.4671666666666667,,0,,,-38.373837,-44.65627
3,67,178,170,103,6,8,5,16,10,1.0,training,0.31783333333333336,,1,,,17.092995,68.04555
2,48,113,104,73,5,8,17,17,11,0.0,training,0.3445,,0,,,-38.625027,-26.33134
3,30,127,119,109,4,8,13,19,10,0.0,training,0.37966666666666665,,0,,,-37.32469,22.152044
2,33,165,107,78,4,9,11,18,11,0.0,training,0.4186666666666667,,0,,,-20.118454,-29.89621
3,61,173,122,88,6,8,14,19,11,0.0,training,0.4055,,0,,,23.302027,-43.098698
3,57,147,120,102,6,9,15,17,10,0.0,training,0.4678333333333333,,0,,,-26.618357,-77.29577
2,32,153,127,70,4,9,11,19,11,0.0,training,0.4098333333333333,,0,,,-20.647707,-30.811852
3,61,200,150,94,6,8,5,14,10,1.0,training,0.44516666666666665,,1,,,16.912367,68.44947
2,38,144,112,74,6,9,13,17,10,0.0,training,0.4503333333333333,,0,,,7.880728,-15.598803
2,63,123,147,92,4,7,16,16,12,0.0,training,0.4345,,0,,,25.18028,34.862408
2,65,133,142,86,4,8,17,17,13,0.0,training,0.4643333333333333,,0,,,-68.54443,-43.675293
2,62,154,120,88,6,9,14,17,11,0.0,training,0.43866666666666665,,0,,,39.330376,-70.02514
2,58,153,127,86,5,9,13,13,11,1.0,training,0.43233333333333335,,0,,,-4.1860476,65.335045
2,67,230,142,83,6,8,4,10,10,1.0,training,0.4071666666666667,,1,,,22.82223,-87.82542
2,64,134,119,89,5,7,14,19,10,0.0,training,0.4221666666666667,,0,,,-58.215153,32.85657
3,48,175,129,96,4,9,14,18,11,0.0,training,0.4871666666666667,,0,,,-1.4964244,97.59407
2,45,150,123,93,6,8,16,19,10,0.0,training,0.4765,,0,,,17.382631,-88.21245
2,53,128,122,109,4,7,20,14,10,0.0,training,0.43933333333333335,,0,,,8.6603565,47.777576
3,50,147,126,65,4,7,13,13,10,0.0,training,0.481,,0,,,-41.400917,66.72378
3,65,176,131,102,6,9,16,20,13,0.0,training,0.3635,,0,,,30.46466,-12.423118
3,51,163,120,93,6,9,17,17,11,0.0,training,0.393,,0,,,-17.529236,80.94616
2,64,188,132,62,4,7,5,10,11,1.0,training,0.37416666666666665,,1,,,-43.46753,43.06078
2,39,120,119,77,4,9,15,20,11,0.0,training,0.441,,0,,,-19.929329,-30.204988
3,48,133,107,101,6,9,18,16,10,0.0,training,0.4261666666666667,,0,,,-27.91746,-78.34863
2,48,145,129,69,5,9,14,17,13,0.0,training,0.3925,,0,,,26.726389,-56.829533
2,53,181,117,94,4,9,12,15,10,0.0,training,0.5645,,0,,,-57.766296,-9.020987
2,67,132,100,86,6,9,13,13,12,0.0,training,0.37183333333333335,,0,,,81.54433,29.087769
2,67,156,145,88,5,7,12,16,10,0.0,training,0.43816666666666665,,0,,,-57.457344,32.034775
3,55,116,108,98,5,8,15,18,12,0.0,training,0.3426666666666667,,0,,,-60.864216,52.959255
2,56,187,128,106,6,9,5,12,10,0.0,training,0.4593333333333333,,1,,,8.568972,-6.0165186
3,42,128,113,67,6,8,13,18,11,0.0,training,0.348,,0,,,23.134214,-40.703697
2,58,216,141,104,6,7,5,10,12,1.0,training,0.30466666666666664,,1,,,66.08441,39.12351
2,58,179,104,94,6,9,5,13,11,1.0,training,0.4116666666666667,,1,,,40.804596,-69.61166
2,66,171,134,102,4,8,14,14,11,0.0,training,0.4713333333333333,,0,,,1.6795094,-33.978767
3,56,139,125,76,5,8,14,18,12,0.0,training,0.37833333333333335,,0,,,-61.468914,54.735203
2,61,175,102,64,4,8,13,18,10,0.0,training,0.47733333333333333,,0,,,-4.4313707,-0.16677591
2,65,182,129,76,4,9,16,16,10,0.0,training,0.5518333333333333,,0,,,-53.603867,-3.9280822
2,39,157,111,73,4,8,14,16,10,0.0,training,0.5136666666666667,,0,,,-7.2795005,12.278172
2,55,168,115,109,4,8,15,14,10,0.0,training,0.5138333333333334,,0,,,2.8045816,7.4442964
2,46,137,136,89,4,8,17,19,12,0.0,training,0.468,,0,,,37.62242,24.101599
3,55,180,151,92,4,8,9,20,10,0.0,training,0.538,,1,,,-30.568865,23.561216
2,42,128,141,90,4,9,13,18,10,0.0,training,0.5508333333333333,,0,,,-62.576992,-10.784186
3,44,136,115,99,5,7,15,18,13,0.0,training,0.2981666666666667,,0,,,5.5991173,19.61794
